"Var1","Var2","r","se","p","n"
"SmfqFullM_14yr","EasShyne_18mo","0.02","0.0088","0.00e+00","12899"
"SpinFullC_14yr","EasShyne_18mo","0.037","0.0082","5.52e-27","14719"
"SppaSociaC_14yr","EasShyne_18mo","-0.045","0.0072","6.47e-85","19231"
"SwlsFullC_14yr","EasShyne_18mo","-0.019","0.0072","2.81e-45","19214"
"YptiFullC_14yr","EasShyne_18mo","-0.016","0.0072","1.58e-29","19086"
"AsqLangu_3yr","EasSocia_18mo","0.076","0.0044","0.00e+00","52108"
"AsqMotor_3yr","EasSocia_18mo","0.051","0.0044","0.00e+00","52052"
"CbclExter_3yr","EasSocia_18mo","0.002","0.0043","0.00e+00","53091"
"CbclInter_3yr","EasSocia_18mo","0.098","0.0043","0.00e+00","52956"
"CfqPress_3yr","EasSocia_18mo","0.037","0.0044","0.00e+00","52386"
"CfqRestr_3yr","EasSocia_18mo","0.017","0.0044","0.00e+00","52374"
"EasActiv_3yr","EasSocia_18mo","0.167","0.0042","0.00e+00","53209"
"EasEmoti_3yr","EasSocia_18mo","-0.044","0.0043","0.00e+00","53217"
"EasShyne_3yr","EasSocia_18mo","0.397","0.0037","0.00e+00","53207"
"EasSocia_3yr","EasSocia_18mo","0.391","0.0037","0.00e+00","53214"
"ItseaCompe_3yr","EasSocia_18mo","-0.054","0.0043","0.00e+00","53373"
"ItseaDysre_3yr","EasSocia_18mo","0.002","0.0043","0.00e+00","53059"
"ItseaExter_3yr","EasSocia_18mo","-0.02","0.0043","0.00e+00","53080"
"ItseaInter_3yr","EasSocia_18mo","0.04","0.0043","0.00e+00","53061"
"ScqRestr_3yr","EasSocia_18mo","-0.021","0.0043","0.00e+00","53231"
"ScqSocia_3yr","EasSocia_18mo","0.092","0.0043","0.00e+00","53270"
"SdqProso_3yr","EasSocia_18mo","-0.101","0.0043","0.00e+00","53269"
"AsqLangu_5yr","EasSocia_18mo","0.073","0.0052","0.00e+00","36305"
"AsqMotor_5yr","EasSocia_18mo","-0.035","0.0052","0.00e+00","36309"
"CastFull_5yr","EasSocia_18mo","-0.066","0.0086","0.00e+00","13384"
"CbclExter_5yr","EasSocia_18mo","0.009","0.0052","0.00e+00","37101"
"CbclInter_5yr","EasSocia_18mo","0.08","0.0052","0.00e+00","37020"
"CccCoher_5yr","EasSocia_18mo","-0.099","0.0051","0.00e+00","37201"
"CprsrsFull_5yr","EasSocia_18mo","0.013","0.0052","0.00e+00","37167"
"EasActiv_5yr","EasSocia_18mo","-0.097","0.0051","0.00e+00","37177"
"EasEmoti_5yr","EasSocia_18mo","-0.044","0.0052","0.00e+00","37182"
"EasShyne_5yr","EasSocia_18mo","0.298","0.0047","0.00e+00","37172"
"EasSocia_5yr","EasSocia_18mo","0.301","0.0047","0.00e+00","37181"
"SlasFull_5yr","EasSocia_18mo","-0.028","0.0102","0.00e+00","9599"
"SprakExpre_5yr","EasSocia_18mo","0.097","0.0056","0.00e+00","31394"
"SprakRecep_5yr","EasSocia_18mo","0.073","0.0056","0.00e+00","31397"
"SprakSeman_5yr","EasSocia_18mo","0.092","0.0056","0.00e+00","31411"
"CccCoher_8yr","EasSocia_18mo","0.082","0.006","0.00e+00","27334"
"CebqFull_8yr","EasSocia_18mo","0.082","0.005","0.00e+00","39014"
"NhpicBenev_8yr","EasSocia_18mo","0.03","0.0051","0.00e+00","39106"
"NhpicConsc_8yr","EasSocia_18mo","-0.045","0.005","0.00e+00","39108"
"RsdbdAdhd_8yr","EasSocia_18mo","-0.017","0.0051","0.00e+00","39137"
"RsdbdCondu_8yr","EasSocia_18mo","0.012","0.0051","0.00e+00","39194"
"RsdbdHyper_8yr","EasSocia_18mo","-0.027","0.0051","0.00e+00","39128"
"RsdbdInatt_8yr","EasSocia_18mo","-0.005","0.0051","0.00e+00","39135"
"RsdbdOdd_8yr","EasSocia_18mo","-0.007","0.0051","0.00e+00","39122"
"ScaredFull_8yr","EasSocia_18mo","0.042","0.005","0.00e+00","39148"
"ScqRestr_8yr","EasSocia_18mo","-0.038","0.0054","0.00e+00","34117"
"ScqSocia_8yr","EasSocia_18mo","0.039","0.0054","0.00e+00","34142"
"SmfqFull_8yr","EasSocia_18mo","0.008","0.0051","0.00e+00","39093"
"SpinFull_8yr","EasSocia_18mo","0.075","0.0051","0.00e+00","38226"
"SprakSeman_8yr","EasSocia_18mo","0.087","0.0066","0.00e+00","22664"
"CapeFullC_14yr","EasSocia_18mo","-0.006","0.0072","0.00e+00","19161"
"PeqParenC_14yr","EasSocia_18mo","-0.009","0.0072","0.00e+00","19215"
"SbSchooC_14yr","EasSocia_18mo","-0.002","0.0075","0.00e+00","17554"
"SclAnxieC_14yr","EasSocia_18mo","-0.001","0.0075","0.00e+00","17567"
"SclDepreC_14yr","EasSocia_18mo","-0.008","0.0075","0.00e+00","17562"
"SdqProsoC_14yr","EasSocia_18mo","-0.046","0.0081","0.00e+00","15099"
"SdqProsoM_14yr","EasSocia_18mo","-0.084","0.0089","0.00e+00","12371"
"SmfqFullC_14yr","EasSocia_18mo","-0.019","0.0081","0.00e+00","15100"
"SmfqFullM_14yr","EasSocia_18mo","0.003","0.0088","0.00e+00","12898"
"SpinFullC_14yr","EasSocia_18mo","0.014","0.0082","0.00e+00","14720"
"SppaSociaC_14yr","EasSocia_18mo","-0.039","0.0072","0.00e+00","19234"
"SwlsFullC_14yr","EasSocia_18mo","-0.016","0.0072","0.00e+00","19217"
"YptiFullC_14yr","EasSocia_18mo","0.001","0.0072","0.00e+00","19089"
"AsqMotor_3yr","AsqLangu_3yr","0.269","0.0039","0.00e+00","56164"
"CbclExter_3yr","AsqLangu_3yr","0.156","0.0043","0.00e+00","52106"
"CbclInter_3yr","AsqLangu_3yr","0.109","0.0043","0.00e+00","51979"
"CfqPress_3yr","AsqLangu_3yr","0.06","0.0042","0.00e+00","55205"
"CfqRestr_3yr","AsqLangu_3yr","0.026","0.0043","0.00e+00","55188"
"EasActiv_3yr","AsqLangu_3yr","0.023","0.0044","0.00e+00","51953"
"EasEmoti_3yr","AsqLangu_3yr","-0.063","0.0044","0.00e+00","51960"
"EasShyne_3yr","AsqLangu_3yr","0.116","0.0043","0.00e+00","51942"
"EasSocia_3yr","AsqLangu_3yr","0.12","0.0043","0.00e+00","51947"
"ItseaCompe_3yr","AsqLangu_3yr","-0.158","0.0041","0.00e+00","56261"
"ItseaDysre_3yr","AsqLangu_3yr","0.054","0.0042","0.00e+00","55923"
"ItseaExter_3yr","AsqLangu_3yr","0.123","0.0042","0.00e+00","55943"
"ItseaInter_3yr","AsqLangu_3yr","0.055","0.0042","0.00e+00","55926"
"ScqRestr_3yr","AsqLangu_3yr","-0.054","0.0042","0.00e+00","56114"
"ScqSocia_3yr","AsqLangu_3yr","0.376","0.0036","0.00e+00","56148"
"SdqProso_3yr","AsqLangu_3yr","-0.245","0.004","0.00e+00","56237"
"AsqLangu_5yr","AsqLangu_3yr","0.431","0.0045","0.00e+00","33039"
"AsqMotor_5yr","AsqLangu_3yr","-0.243","0.0052","0.00e+00","33042"
"CastFull_5yr","AsqLangu_3yr","-0.162","0.0089","0.00e+00","12039"
"CbclExter_5yr","AsqLangu_3yr","0.136","0.0055","0.00e+00","31483"
"CbclInter_5yr","AsqLangu_3yr","0.093","0.0056","0.00e+00","31417"
"CccCoher_5yr","AsqLangu_3yr","-0.308","0.005","0.00e+00","33056"
"CprsrsFull_5yr","AsqLangu_3yr","0.194","0.0053","0.00e+00","33034"
"EasActiv_5yr","AsqLangu_3yr","-0.002","0.0056","0.00e+00","31386"
"EasEmoti_5yr","AsqLangu_3yr","-0.073","0.0056","0.00e+00","31391"
"EasShyne_5yr","AsqLangu_3yr","0.089","0.0056","0.00e+00","31375"
"EasSocia_5yr","AsqLangu_3yr","0.089","0.0056","0.00e+00","31383"
"SlasFull_5yr","AsqLangu_3yr","-0.446","0.0087","0.00e+00","8541"
"SprakExpre_5yr","AsqLangu_3yr","0.195","0.0058","0.00e+00","27844"
"SprakRecep_5yr","AsqLangu_3yr","0.203","0.0057","0.00e+00","27845"
"SprakSeman_5yr","AsqLangu_3yr","0.266","0.0056","0.00e+00","27858"
"CccCoher_8yr","AsqLangu_3yr","0.319","0.0056","0.00e+00","25331"
"CebqFull_8yr","AsqLangu_3yr","0.035","0.0053","0.00e+00","35069"
"NhpicBenev_8yr","AsqLangu_3yr","0.063","0.0053","0.00e+00","35146"
"NhpicConsc_8yr","AsqLangu_3yr","-0.154","0.0052","0.00e+00","35149"
"RsdbdAdhd_8yr","AsqLangu_3yr","0.179","0.0052","0.00e+00","35176"
"RsdbdCondu_8yr","AsqLangu_3yr","0.073","0.0053","0.00e+00","35229"
"RsdbdHyper_8yr","AsqLangu_3yr","0.112","0.0053","0.00e+00","35167"
"RsdbdInatt_8yr","AsqLangu_3yr","0.199","0.0051","0.00e+00","35175"
"RsdbdOdd_8yr","AsqLangu_3yr","0.07","0.0053","0.00e+00","35161"
"ScaredFull_8yr","AsqLangu_3yr","0.042","0.0053","0.00e+00","35188"
"ScqRestr_8yr","AsqLangu_3yr","-0.182","0.0052","0.00e+00","35131"
"ScqSocia_8yr","AsqLangu_3yr","0.103","0.0053","0.00e+00","35154"
"SmfqFull_8yr","AsqLangu_3yr","0.091","0.0053","0.00e+00","35135"
"SpinFull_8yr","AsqLangu_3yr","0.087","0.0054","0.00e+00","34376"
"SprakSeman_8yr","AsqLangu_3yr","0.209","0.0066","0.00e+00","21006"
"CapeFullC_14yr","AsqLangu_3yr","-0.023","0.0077","0.00e+00","16998"
"PeqParenC_14yr","AsqLangu_3yr","-0.008","0.0077","0.00e+00","17043"
"SbSchooC_14yr","AsqLangu_3yr","-0.002","0.008","0.00e+00","15519"
"SclAnxieC_14yr","AsqLangu_3yr","-0.011","0.008","0.00e+00","15527"
"SclDepreC_14yr","AsqLangu_3yr","-0.017","0.008","0.00e+00","15522"
"SdqProsoC_14yr","AsqLangu_3yr","-0.079","0.008","0.00e+00","15559"
"SdqProsoM_14yr","AsqLangu_3yr","-0.108","0.0088","0.00e+00","12685"
"SmfqFullC_14yr","AsqLangu_3yr","-0.017","0.0084","0.00e+00","14098"
"SmfqFullM_14yr","AsqLangu_3yr","0.054","0.0091","0.00e+00","12062"
"SpinFullC_14yr","AsqLangu_3yr","0.002","0.0085","0.00e+00","13746"
"SppaSociaC_14yr","AsqLangu_3yr","-0.065","0.0076","0.00e+00","17061"
"SwlsFullC_14yr","AsqLangu_3yr","-0.017","0.0077","0.00e+00","17042"
"YptiFullC_14yr","AsqLangu_3yr","0.008","0.0077","0.00e+00","16939"
"CbclExter_3yr","AsqMotor_3yr","0.117","0.0043","0.00e+00","52049"
"CbclInter_3yr","AsqMotor_3yr","0.091","0.0044","0.00e+00","51923"
"CfqPress_3yr","AsqMotor_3yr","0.02","0.0043","0.00e+00","55134"
"CfqRestr_3yr","AsqMotor_3yr","0.035","0.0043","0.00e+00","55117"
"EasActiv_3yr","AsqMotor_3yr","0.074","0.0044","0.00e+00","51897"
"EasEmoti_3yr","AsqMotor_3yr","-0.068","0.0044","0.00e+00","51904"
"EasShyne_3yr","AsqMotor_3yr","0.101","0.0043","0.00e+00","51886"
"EasSocia_3yr","AsqMotor_3yr","0.084","0.0044","0.00e+00","51891"
"ItseaCompe_3yr","AsqMotor_3yr","-0.119","0.0042","0.00e+00","56192"
"ItseaDysre_3yr","AsqMotor_3yr","0.049","0.0042","0.00e+00","55852"
"ItseaExter_3yr","AsqMotor_3yr","0.104","0.0042","0.00e+00","55873"
"ItseaInter_3yr","AsqMotor_3yr","0.035","0.0042","0.00e+00","55855"
"ScqRestr_3yr","AsqMotor_3yr","-0.042","0.0042","0.00e+00","56042"
"ScqSocia_3yr","AsqMotor_3yr","0.244","0.004","0.00e+00","56077"
"SdqProso_3yr","AsqMotor_3yr","-0.234","0.004","0.00e+00","56163"
"AsqLangu_5yr","AsqMotor_3yr","0.208","0.0053","0.00e+00","32984"
"AsqMotor_5yr","AsqMotor_3yr","-0.341","0.0049","0.00e+00","32985"
"CastFull_5yr","AsqMotor_3yr","-0.082","0.0091","0.00e+00","12021"
"CbclExter_5yr","AsqMotor_3yr","0.1","0.0056","0.00e+00","31433"
"CbclInter_5yr","AsqMotor_3yr","0.094","0.0056","0.00e+00","31368"
"CccCoher_5yr","AsqMotor_3yr","-0.193","0.0053","0.00e+00","33000"
"CprsrsFull_5yr","AsqMotor_3yr","0.183","0.0053","0.00e+00","32977"
"EasActiv_5yr","AsqMotor_3yr","-0.062","0.0056","0.00e+00","31336"
"EasEmoti_5yr","AsqMotor_3yr","-0.083","0.0056","0.00e+00","31341"
"EasShyne_5yr","AsqMotor_3yr","0.079","0.0056","0.00e+00","31325"
"EasSocia_5yr","AsqMotor_3yr","0.071","0.0056","0.00e+00","31333"
"SlasFull_5yr","AsqMotor_3yr","-0.251","0.0102","0.00e+00","8520"
"SprakExpre_5yr","AsqMotor_3yr","0.126","0.0059","0.00e+00","27796"
"SprakRecep_5yr","AsqMotor_3yr","0.137","0.0059","0.00e+00","27797"
"SprakSeman_5yr","AsqMotor_3yr","0.144","0.0059","0.00e+00","27810"
"CccCoher_8yr","AsqMotor_3yr","0.176","0.0061","0.00e+00","25287"
"CebqFull_8yr","AsqMotor_3yr","-0.001","0.0053","0.00e+00","35015"
"NhpicBenev_8yr","AsqMotor_3yr","0.04","0.0053","0.00e+00","35094"
"NhpicConsc_8yr","AsqMotor_3yr","-0.164","0.0052","0.00e+00","35097"
"RsdbdAdhd_8yr","AsqMotor_3yr","0.175","0.0052","0.00e+00","35123"
"RsdbdCondu_8yr","AsqMotor_3yr","0.089","0.0053","0.00e+00","35176"
"RsdbdHyper_8yr","AsqMotor_3yr","0.106","0.0053","0.00e+00","35114"
"RsdbdInatt_8yr","AsqMotor_3yr","0.191","0.0051","0.00e+00","35122"
"RsdbdOdd_8yr","AsqMotor_3yr","0.086","0.0053","0.00e+00","35108"
"ScaredFull_8yr","AsqMotor_3yr","0.047","0.0053","0.00e+00","35135"
"ScqRestr_8yr","AsqMotor_3yr","-0.12","0.0053","0.00e+00","35076"
"ScqSocia_8yr","AsqMotor_3yr","0.062","0.0053","0.00e+00","35102"
"SmfqFull_8yr","AsqMotor_3yr","0.08","0.0053","0.00e+00","35082"
"SpinFull_8yr","AsqMotor_3yr","0.079","0.0054","0.00e+00","34323"
"SprakSeman_8yr","AsqMotor_3yr","0.122","0.0068","0.00e+00","20971"
"CapeFullC_14yr","AsqMotor_3yr","-0.067","0.0076","0.00e+00","16979"
"PeqParenC_14yr","AsqMotor_3yr","0.002","0.0077","0.00e+00","17025"
"SbSchooC_14yr","AsqMotor_3yr","-0.018","0.008","0.00e+00","15507"
"SclAnxieC_14yr","AsqMotor_3yr","-0.068","0.008","0.00e+00","15514"
"SclDepreC_14yr","AsqMotor_3yr","-0.063","0.008","0.00e+00","15510"
"SdqProsoC_14yr","AsqMotor_3yr","-0.106","0.0079","0.00e+00","15546"
"SdqProsoM_14yr","AsqMotor_3yr","-0.135","0.0087","0.00e+00","12675"
"SmfqFullC_14yr","AsqMotor_3yr","-0.087","0.0084","0.00e+00","14077"
"SmfqFullM_14yr","AsqMotor_3yr","0.02","0.0091","0.00e+00","12043"
"SpinFullC_14yr","AsqMotor_3yr","-0.032","0.0085","0.00e+00","13726"
"SppaSociaC_14yr","AsqMotor_3yr","-0.038","0.0076","0.00e+00","17042"
"SwlsFullC_14yr","AsqMotor_3yr","0.011","0.0077","0.00e+00","17023"
"YptiFullC_14yr","AsqMotor_3yr","0.004","0.0077","0.00e+00","16921"
"CbclInter_3yr","CbclExter_3yr","0.433","0.0035","2.64e-194","53227"
"CfqPress_3yr","CbclExter_3yr","0.158","0.0043","0.00e+00","52592"
"CfqRestr_3yr","CbclExter_3yr","0.115","0.0043","2.98e-71","52581"
"EasActiv_3yr","CbclExter_3yr","-0.254","0.0041","8.65e-24","52954"
"EasEmoti_3yr","CbclExter_3yr","-0.466","0.0034","0.00e+00","52963"
"EasShyne_3yr","CbclExter_3yr","0.054","0.0043","3.77e-15","52951"
"EasSocia_3yr","CbclExter_3yr","-0.005","0.0043","4.15e-18","52951"
"ItseaCompe_3yr","CbclExter_3yr","-0.183","0.0042","0.00e+00","53366"
"ItseaDysre_3yr","CbclExter_3yr","0.183","0.0042","0.00e+00","53283"
"ItseaExter_3yr","CbclExter_3yr","0.623","0.0027","2.96e-252","53305"
"ItseaInter_3yr","CbclExter_3yr","0.137","0.0043","0.00e+00","53286"
"ScqRestr_3yr","CbclExter_3yr","-0.238","0.0041","7.28e-37","53227"
"ScqSocia_3yr","CbclExter_3yr","0.1","0.0043","0.00e+00","53259"
"SdqProso_3yr","CbclExter_3yr","-0.311","0.0039","0.00e+00","53260"
"AsqLangu_5yr","CbclExter_3yr","0.147","0.0055","0.00e+00","31453"
"AsqMotor_5yr","CbclExter_3yr","-0.126","0.0055","0.00e+00","31461"
"CastFull_5yr","CbclExter_3yr","-0.053","0.0092","0.00e+00","11671"
"CbclExter_5yr","CbclExter_3yr","0.528","0.004","1.15e-87","31955"
"CbclInter_5yr","CbclExter_3yr","0.236","0.0053","1.60e-164","31888"
"CccCoher_5yr","CbclExter_3yr","-0.223","0.0053","1.68e-77","32023"
"CprsrsFull_5yr","CbclExter_3yr","0.416","0.0046","1.52e-105","32004"
"EasActiv_5yr","CbclExter_3yr","0.204","0.0054","5.47e-69","31862"
"EasEmoti_5yr","CbclExter_3yr","-0.336","0.005","0.00e+00","31868"
"EasShyne_5yr","CbclExter_3yr","0.055","0.0056","3.70e-50","31853"
"EasSocia_5yr","CbclExter_3yr","-0.014","0.0056","8.19e-290","31861"
"SlasFull_5yr","CbclExter_3yr","-0.134","0.0108","0.00e+00","8254"
"SprakExpre_5yr","CbclExter_3yr","0.116","0.006","0.00e+00","26949"
"SprakRecep_5yr","CbclExter_3yr","0.218","0.0058","0.00e+00","26950"
"SprakSeman_5yr","CbclExter_3yr","0.197","0.0059","0.00e+00","26962"
"CccCoher_8yr","CbclExter_3yr","0.212","0.0061","6.38e-60","24806"
"CebqFull_8yr","CbclExter_3yr","0.111","0.0053","2.27e-144","34085"
"NhpicBenev_8yr","CbclExter_3yr","0.346","0.0048","2.16e-25","34165"
"NhpicConsc_8yr","CbclExter_3yr","-0.248","0.0051","5.85e-26","34168"
"RsdbdAdhd_8yr","CbclExter_3yr","0.373","0.0047","4.37e-18","34193"
"RsdbdCondu_8yr","CbclExter_3yr","0.225","0.0051","0.00e+00","34242"
"RsdbdHyper_8yr","CbclExter_3yr","0.357","0.0047","2.07e-144","34185"
"RsdbdInatt_8yr","CbclExter_3yr","0.317","0.0049","6.48e-59","34192"
"RsdbdOdd_8yr","CbclExter_3yr","0.346","0.0048","6.32e-112","34180"
"ScaredFull_8yr","CbclExter_3yr","0.093","0.0054","0.00e+00","34203"
"ScqRestr_8yr","CbclExter_3yr","-0.184","0.0052","0.00e+00","34154"
"ScqSocia_8yr","CbclExter_3yr","0.019","0.0054","7.92e-138","34178"
"SmfqFull_8yr","CbclExter_3yr","0.253","0.0051","0.00e+00","34157"
"SpinFull_8yr","CbclExter_3yr","0.129","0.0054","0.00e+00","33421"
"SprakSeman_8yr","CbclExter_3yr","0.182","0.0067","0.00e+00","20564"
"CapeFullC_14yr","CbclExter_3yr","0.033","0.0078","7.40e-77","16515"
"PeqParenC_14yr","CbclExter_3yr","-0.074","0.0077","6.98e-35","16560"
"SbSchooC_14yr","CbclExter_3yr","0.047","0.0081","1.53e-26","15094"
"SclAnxieC_14yr","CbclExter_3yr","0.052","0.0081","3.25e-246","15101"
"SclDepreC_14yr","CbclExter_3yr","0.05","0.0081","1.93e-78","15096"
"SdqProsoC_14yr","CbclExter_3yr","-0.066","0.0081","5.02e-11","15124"
"SdqProsoM_14yr","CbclExter_3yr","-0.163","0.0088","0.00e+00","12381"
"SmfqFullC_14yr","CbclExter_3yr","0.05","0.0085","9.44e-20","13805"
"SmfqFullM_14yr","CbclExter_3yr","0.12","0.0091","0.00e+00","11847"
"SpinFullC_14yr","CbclExter_3yr","0.033","0.0086","5.04e-24","13461"
"SppaSociaC_14yr","CbclExter_3yr","-0.053","0.0077","1.80e-70","16576"
"SwlsFullC_14yr","CbclExter_3yr","-0.046","0.0078","6.40e-42","16560"
"YptiFullC_14yr","CbclExter_3yr","0.089","0.0077","6.05e-25","16457"
"CfqPress_3yr","CbclInter_3yr","0.267","0.0041","0.00e+00","52460"
"CfqRestr_3yr","CbclInter_3yr","0.094","0.0043","1.01e-249","52450"
"EasActiv_3yr","CbclInter_3yr","0.024","0.0043","1.31e-195","52821"
"EasEmoti_3yr","CbclInter_3yr","-0.346","0.0038","0.00e+00","52830"
"EasShyne_3yr","CbclInter_3yr","0.268","0.004","5.40e-230","52819"
"EasSocia_3yr","CbclInter_3yr","0.147","0.0043","2.07e-214","52819"
"ItseaCompe_3yr","CbclInter_3yr","-0.193","0.0042","0.00e+00","53231"
"ItseaDysre_3yr","CbclInter_3yr","0.262","0.004","0.00e+00","53151"
"ItseaExter_3yr","CbclInter_3yr","0.329","0.0039","0.00e+00","53173"
"ItseaInter_3yr","CbclInter_3yr","0.306","0.0039","0.00e+00","53154"
"ScqRestr_3yr","CbclInter_3yr","-0.263","0.004","6.91e-212","53095"
"ScqSocia_3yr","CbclInter_3yr","0.089","0.0043","0.00e+00","53126"
"SdqProso_3yr","CbclInter_3yr","-0.173","0.0042","0.00e+00","53125"
"AsqLangu_5yr","CbclInter_3yr","0.099","0.0056","0.00e+00","31386"
"AsqMotor_5yr","CbclInter_3yr","-0.1","0.0056","0.00e+00","31395"
"CastFull_5yr","CbclInter_3yr","-0.043","0.0092","0.00e+00","11647"
"CbclExter_5yr","CbclInter_3yr","0.277","0.0052","4.23e-190","31886"
"CbclInter_5yr","CbclInter_3yr","0.413","0.0046","6.05e-260","31886"
"CccCoher_5yr","CbclInter_3yr","-0.16","0.0055","1.51e-184","31954"
"CprsrsFull_5yr","CbclInter_3yr","0.245","0.0053","4.30e-209","31934"
"EasActiv_5yr","CbclInter_3yr","-0.007","0.0056","1.86e-179","31793"
"EasEmoti_5yr","CbclInter_3yr","-0.259","0.0052","0.00e+00","31798"
"EasShyne_5yr","CbclInter_3yr","0.21","0.0054","9.08e-170","31783"
"EasSocia_5yr","CbclInter_3yr","0.093","0.0056","0.00e+00","31791"
"SlasFull_5yr","CbclInter_3yr","-0.11","0.0109","0.00e+00","8237"
"SprakExpre_5yr","CbclInter_3yr","0.123","0.006","0.00e+00","26892"
"SprakRecep_5yr","CbclInter_3yr","0.156","0.0059","0.00e+00","26893"
"SprakSeman_5yr","CbclInter_3yr","0.155","0.0059","0.00e+00","26904"
"CccCoher_8yr","CbclInter_3yr","0.161","0.0062","8.05e-148","24757"
"CebqFull_8yr","CbclInter_3yr","0.114","0.0054","1.26e-255","34007"
"NhpicBenev_8yr","CbclInter_3yr","0.169","0.0053","2.94e-139","34088"
"NhpicConsc_8yr","CbclInter_3yr","-0.12","0.0053","2.99e-138","34091"
"RsdbdAdhd_8yr","CbclInter_3yr","0.199","0.0052","1.32e-128","34115"
"RsdbdCondu_8yr","CbclInter_3yr","0.077","0.0054","0.00e+00","34165"
"RsdbdHyper_8yr","CbclInter_3yr","0.163","0.0053","8.33e-254","34107"
"RsdbdInatt_8yr","CbclInter_3yr","0.187","0.0052","5.93e-168","34114"
"RsdbdOdd_8yr","CbclInter_3yr","0.204","0.0052","8.28e-228","34102"
"ScaredFull_8yr","CbclInter_3yr","0.206","0.0052","0.00e+00","34126"
"ScqRestr_8yr","CbclInter_3yr","-0.189","0.0052","0.00e+00","34077"
"ScqSocia_8yr","CbclInter_3yr","0.027","0.0054","5.62e-248","34100"
"SmfqFull_8yr","CbclInter_3yr","0.219","0.0052","0.00e+00","34079"
"SpinFull_8yr","CbclInter_3yr","0.148","0.0054","0.00e+00","33344"
"SprakSeman_8yr","CbclInter_3yr","0.153","0.0068","0.00e+00","20527"
"CapeFullC_14yr","CbclInter_3yr","0.053","0.0078","2.75e-132","16475"
"PeqParenC_14yr","CbclInter_3yr","-0.025","0.0078","8.32e-90","16520"
"SbSchooC_14yr","CbclInter_3yr","0.021","0.0081","3.55e-74","15059"
"SclAnxieC_14yr","CbclInter_3yr","0.066","0.0081","6.92e-294","15066"
"SclDepreC_14yr","CbclInter_3yr","0.06","0.0081","4.58e-128","15061"
"SdqProsoC_14yr","CbclInter_3yr","-0.024","0.0081","3.04e-61","15089"
"SdqProsoM_14yr","CbclInter_3yr","-0.116","0.0089","0.00e+00","12357"
"SmfqFullC_14yr","CbclInter_3yr","0.059","0.0085","6.25e-64","13772"
"SmfqFullM_14yr","CbclInter_3yr","0.135","0.009","0.00e+00","11825"
"SpinFullC_14yr","CbclInter_3yr","0.039","0.0086","2.36e-66","13430"
"SppaSociaC_14yr","CbclInter_3yr","-0.061","0.0077","1.44e-126","16536"
"SwlsFullC_14yr","CbclInter_3yr","-0.031","0.0078","1.57e-95","16520"
"YptiFullC_14yr","CbclInter_3yr","0.019","0.0078","5.23e-79","16417"
"CfqRestr_3yr","CfqPress_3yr","0.161","0.0041","0.00e+00","57301"
"EasActiv_3yr","CfqPress_3yr","-0.025","0.0044","0.00e+00","52247"
"EasEmoti_3yr","CfqPress_3yr","-0.098","0.0043","0.00e+00","52257"
"EasShyne_3yr","CfqPress_3yr","0.066","0.0044","0.00e+00","52244"
"EasSocia_3yr","CfqPress_3yr","0.042","0.0044","0.00e+00","52245"
"ItseaCompe_3yr","CfqPress_3yr","-0.11","0.0041","0.00e+00","57335"
"ItseaDysre_3yr","CfqPress_3yr","0.13","0.0041","0.00e+00","57270"
"ItseaExter_3yr","CfqPress_3yr","0.129","0.0041","0.00e+00","57290"
"ItseaInter_3yr","CfqPress_3yr","0.147","0.0041","0.00e+00","57271"
"ScqRestr_3yr","CfqPress_3yr","-0.135","0.0041","0.00e+00","57180"
"ScqSocia_3yr","CfqPress_3yr","0.03","0.0042","0.00e+00","57216"
"SdqProso_3yr","CfqPress_3yr","-0.065","0.0042","0.00e+00","57226"
"AsqLangu_5yr","CfqPress_3yr","0.046","0.0055","0.00e+00","32928"
"AsqMotor_5yr","CfqPress_3yr","-0.028","0.0055","0.00e+00","32928"
"CastFull_5yr","CfqPress_3yr","-0.006","0.009","0.00e+00","12256"
"CbclExter_5yr","CfqPress_3yr","0.133","0.0055","1.43e-316","31929"
"CbclInter_5yr","CfqPress_3yr","0.146","0.0055","0.00e+00","31860"
"CccCoher_5yr","CfqPress_3yr","-0.082","0.0054","2.96e-323","33735"
"CprsrsFull_5yr","CfqPress_3yr","0.125","0.0054","0.00e+00","33714"
"EasActiv_5yr","CfqPress_3yr","0.034","0.0056","1.17e-299","31837"
"EasEmoti_5yr","CfqPress_3yr","-0.087","0.0056","0.00e+00","31842"
"EasShyne_5yr","CfqPress_3yr","0.047","0.0056","2.38e-280","31827"
"EasSocia_5yr","CfqPress_3yr","0.03","0.0056","0.00e+00","31835"
"SlasFull_5yr","CfqPress_3yr","-0.044","0.0107","0.00e+00","8708"
"SprakExpre_5yr","CfqPress_3yr","0.036","0.0059","0.00e+00","28382"
"SprakRecep_5yr","CfqPress_3yr","0.08","0.0059","0.00e+00","28386"
"SprakSeman_5yr","CfqPress_3yr","0.08","0.0059","0.00e+00","28399"
"CccCoher_8yr","CfqPress_3yr","0.086","0.0062","1.79e-254","25716"
"CebqFull_8yr","CfqPress_3yr","0.053","0.0053","0.00e+00","35262"
"NhpicBenev_8yr","CfqPress_3yr","0.097","0.0053","1.74e-276","35345"
"NhpicConsc_8yr","CfqPress_3yr","-0.089","0.0053","6.01e-267","35348"
"RsdbdAdhd_8yr","CfqPress_3yr","0.122","0.0052","8.34e-257","35373"
