"Var1","Var2","r","se","p","n"
"SppaSociaC_14yr","AsqLangu_5yr","-0.085","0.0085","0.00e+00","13501"
"SwlsFullC_14yr","AsqLangu_5yr","-0.031","0.0086","0.00e+00","13491"
"YptiFullC_14yr","AsqLangu_5yr","0.012","0.0086","0.00e+00","13401"
"CastFull_5yr","AsqMotor_5yr","0.167","0.0082","0.00e+00","14158"
"CbclExter_5yr","AsqMotor_5yr","-0.191","0.0051","0.00e+00","36331"
"CbclInter_5yr","AsqMotor_5yr","-0.147","0.0051","0.00e+00","36255"
"CccCoher_5yr","AsqMotor_5yr","0.249","0.0047","0.00e+00","39432"
"CprsrsFull_5yr","AsqMotor_5yr","-0.285","0.0046","0.00e+00","39483"
"EasActiv_5yr","AsqMotor_5yr","0.038","0.0052","0.00e+00","36285"
"EasEmoti_5yr","AsqMotor_5yr","0.105","0.0052","0.00e+00","36292"
"EasShyne_5yr","AsqMotor_5yr","-0.074","0.0052","0.00e+00","36277"
"EasSocia_5yr","AsqMotor_5yr","-0.076","0.0052","0.00e+00","36283"
"SlasFull_5yr","AsqMotor_5yr","0.382","0.0085","0.00e+00","10210"
"SprakExpre_5yr","AsqMotor_5yr","-0.161","0.0053","0.00e+00","33306"
"SprakRecep_5yr","AsqMotor_5yr","-0.177","0.0053","0.00e+00","33308"
"SprakSeman_5yr","AsqMotor_5yr","-0.186","0.0053","0.00e+00","33322"
"CccCoher_8yr","AsqMotor_5yr","-0.242","0.0056","0.00e+00","28269"
"CebqFull_8yr","AsqMotor_5yr","0.001","0.006","0.00e+00","28194"
"NhpicBenev_8yr","AsqMotor_5yr","-0.057","0.0059","0.00e+00","28263"
"NhpicConsc_8yr","AsqMotor_5yr","0.224","0.0057","0.00e+00","28263"
"RsdbdAdhd_8yr","AsqMotor_5yr","-0.262","0.0055","0.00e+00","28284"
"RsdbdCondu_8yr","AsqMotor_5yr","-0.124","0.0058","0.00e+00","28334"
"RsdbdHyper_8yr","AsqMotor_5yr","-0.166","0.0058","0.00e+00","28275"
"RsdbdInatt_8yr","AsqMotor_5yr","-0.284","0.0055","0.00e+00","28282"
"RsdbdOdd_8yr","AsqMotor_5yr","-0.119","0.0059","0.00e+00","28271"
"ScaredFull_8yr","AsqMotor_5yr","-0.073","0.0059","0.00e+00","28294"
"ScqRestr_8yr","AsqMotor_5yr","0.175","0.0061","0.00e+00","25287"
"ScqSocia_8yr","AsqMotor_5yr","-0.063","0.0063","0.00e+00","25307"
"SmfqFull_8yr","AsqMotor_5yr","-0.138","0.0058","0.00e+00","28253"
"SpinFull_8yr","AsqMotor_5yr","-0.076","0.006","0.00e+00","27794"
"SprakSeman_8yr","AsqMotor_5yr","-0.142","0.0064","0.00e+00","23436"
"CapeFullC_14yr","AsqMotor_5yr","0.057","0.0086","0.00e+00","13443"
"PeqParenC_14yr","AsqMotor_5yr","-0.002","0.0086","0.00e+00","13492"
"SbSchooC_14yr","AsqMotor_5yr","0","0.0086","0.00e+00","13464"
"SclAnxieC_14yr","AsqMotor_5yr","0.054","0.0086","0.00e+00","13479"
"SclDepreC_14yr","AsqMotor_5yr","0.048","0.0086","0.00e+00","13473"
"SdqProsoC_14yr","AsqMotor_5yr","0.122","0.009","0.00e+00","12110"
"SdqProsoM_14yr","AsqMotor_5yr","0.135","0.0103","0.00e+00","9163"
"SmfqFullC_14yr","AsqMotor_5yr","0.068","0.0093","0.00e+00","11458"
"SmfqFullM_14yr","AsqMotor_5yr","-0.042","0.0106","0.00e+00","8803"
"SpinFullC_14yr","AsqMotor_5yr","0.024","0.0094","0.00e+00","11214"
"SppaSociaC_14yr","AsqMotor_5yr","0.059","0.0086","0.00e+00","13500"
"SwlsFullC_14yr","AsqMotor_5yr","0.007","0.0086","0.00e+00","13490"
"YptiFullC_14yr","AsqMotor_5yr","-0.006","0.0086","0.00e+00","13401"
"CbclExter_5yr","CastFull_5yr","-0.101","0.0085","0.00e+00","13491"
"CbclInter_5yr","CastFull_5yr","-0.094","0.0085","0.00e+00","13465"
"CccCoher_5yr","CastFull_5yr","0.108","0.0082","0.00e+00","14669"
"CprsrsFull_5yr","CastFull_5yr","-0.148","0.0081","0.00e+00","14694"
"EasActiv_5yr","CastFull_5yr","0.02","0.0086","0.00e+00","13374"
"EasEmoti_5yr","CastFull_5yr","0.043","0.0086","0.00e+00","13376"
"EasShyne_5yr","CastFull_5yr","-0.119","0.0085","0.00e+00","13370"
"EasSocia_5yr","CastFull_5yr","-0.197","0.0083","0.00e+00","13372"
"SlasFull_5yr","CastFull_5yr","0.305","0.0141","0.00e+00","4117"
"SprakExpre_5yr","CastFull_5yr","-0.08","0.0089","0.00e+00","12514"
"SprakRecep_5yr","CastFull_5yr","-0.063","0.0089","0.00e+00","12515"
"SprakSeman_5yr","CastFull_5yr","-0.047","0.0089","0.00e+00","12525"
"CccCoher_8yr","CastFull_5yr","-0.152","0.0096","0.00e+00","10404"
"CebqFull_8yr","CastFull_5yr","0.008","0.0098","0.00e+00","10388"
"NhpicBenev_8yr","CastFull_5yr","-0.014","0.0098","0.00e+00","10418"
"NhpicConsc_8yr","CastFull_5yr","0.102","0.0097","0.00e+00","10417"
"RsdbdAdhd_8yr","CastFull_5yr","-0.106","0.0097","0.00e+00","10411"
"RsdbdCondu_8yr","CastFull_5yr","-0.077","0.0097","0.00e+00","10431"
"RsdbdHyper_8yr","CastFull_5yr","-0.084","0.0097","0.00e+00","10406"
"RsdbdInatt_8yr","CastFull_5yr","-0.109","0.0097","0.00e+00","10410"
"RsdbdOdd_8yr","CastFull_5yr","-0.022","0.0098","0.00e+00","10403"
"ScaredFull_8yr","CastFull_5yr","-0.011","0.0098","0.00e+00","10413"
"ScqRestr_8yr","CastFull_5yr","0.118","0.0102","0.00e+00","9320"
"ScqSocia_8yr","CastFull_5yr","-0.105","0.0102","0.00e+00","9331"
"SmfqFull_8yr","CastFull_5yr","-0.037","0.0098","0.00e+00","10414"
"SpinFull_8yr","CastFull_5yr","-0.043","0.0099","0.00e+00","10222"
"SprakSeman_8yr","CastFull_5yr","-0.041","0.0107","0.00e+00","8699"
"CapeFullC_14yr","CastFull_5yr","0.025","0.0118","0.00e+00","7190"
"PeqParenC_14yr","CastFull_5yr","0.019","0.0118","0.00e+00","7216"
"SbSchooC_14yr","CastFull_5yr","-0.015","0.0118","0.00e+00","7201"
"SclAnxieC_14yr","CastFull_5yr","-0.005","0.0118","0.00e+00","7205"
"SclDepreC_14yr","CastFull_5yr","0.009","0.0118","0.00e+00","7202"
"SdqProsoC_14yr","CastFull_5yr","0.063","0.0124","0.00e+00","6457"
"SdqProsoM_14yr","CastFull_5yr","0.075","0.0175","0.00e+00","3241"
"SmfqFullC_14yr","CastFull_5yr","-0.001","0.0128","0.00e+00","6076"
"SmfqFullM_14yr","CastFull_5yr","-0.024","0.018","0.00e+00","3101"
"SpinFullC_14yr","CastFull_5yr","-0.011","0.013","0.00e+00","5938"
"SppaSociaC_14yr","CastFull_5yr","0.072","0.0117","0.00e+00","7224"
"SwlsFullC_14yr","CastFull_5yr","0.027","0.0118","0.00e+00","7212"
"YptiFullC_14yr","CastFull_5yr","-0.025","0.0118","0.00e+00","7154"
"CbclInter_5yr","CbclExter_5yr","0.368","0.0045","3.50e-275","37208"
"CccCoher_5yr","CbclExter_5yr","-0.276","0.0048","2.60e-187","37214"
"CprsrsFull_5yr","CbclExter_5yr","0.604","0.0033","1.80e-250","37189"
"EasActiv_5yr","CbclExter_5yr","0.259","0.0048","1.14e-178","37022"
"EasEmoti_5yr","CbclExter_5yr","-0.471","0.004","0.00e+00","37028"
"EasShyne_5yr","CbclExter_5yr","0.066","0.0052","7.17e-157","37014"
"EasSocia_5yr","CbclExter_5yr","-0.009","0.0052","0.00e+00","37019"
"SlasFull_5yr","CbclExter_5yr","-0.189","0.0098","0.00e+00","9611"
"SprakExpre_5yr","CbclExter_5yr","0.16","0.0055","0.00e+00","31391"
"SprakRecep_5yr","CbclExter_5yr","0.296","0.0052","0.00e+00","31394"
"SprakSeman_5yr","CbclExter_5yr","0.231","0.0053","0.00e+00","31405"
"CccCoher_8yr","CbclExter_5yr","0.25","0.0057","6.18e-147","27353"
"CebqFull_8yr","CbclExter_5yr","0.133","0.0059","8.61e-201","27277"
"NhpicBenev_8yr","CbclExter_5yr","0.447","0.0048","2.57e-98","27340"
"NhpicConsc_8yr","CbclExter_5yr","-0.323","0.0054","2.10e-102","27340"
"RsdbdAdhd_8yr","CbclExter_5yr","0.486","0.0046","3.52e-99","27363"
"RsdbdCondu_8yr","CbclExter_5yr","0.319","0.0054","0.00e+00","27408"
"RsdbdHyper_8yr","CbclExter_5yr","0.475","0.0047","3.13e-194","27356"
"RsdbdInatt_8yr","CbclExter_5yr","0.412","0.005","1.13e-123","27361"
"RsdbdOdd_8yr","CbclExter_5yr","0.446","0.0048","4.17e-168","27352"
"ScaredFull_8yr","CbclExter_5yr","0.116","0.006","0.00e+00","27371"
"ScqRestr_8yr","CbclExter_5yr","-0.228","0.006","0.00e+00","24781"
"ScqSocia_8yr","CbclExter_5yr","0.028","0.0063","3.06e-178","24799"
"SmfqFull_8yr","CbclExter_5yr","0.33","0.0054","0.00e+00","27332"
"SpinFull_8yr","CbclExter_5yr","0.144","0.006","0.00e+00","26887"
"SprakSeman_8yr","CbclExter_5yr","0.194","0.0064","0.00e+00","22668"
"CapeFullC_14yr","CbclExter_5yr","0.052","0.0087","1.43e-116","13009"
"PeqParenC_14yr","CbclExter_5yr","-0.11","0.0086","3.52e-81","13056"
"SbSchooC_14yr","CbclExter_5yr","0.069","0.0087","2.89e-71","13032"
"SclAnxieC_14yr","CbclExter_5yr","0.062","0.0087","2.85e-270","13043"
"SclDepreC_14yr","CbclExter_5yr","0.06","0.0087","3.66e-120","13037"
"SdqProsoC_14yr","CbclExter_5yr","-0.101","0.0091","8.27e-53","11891"
"SdqProsoM_14yr","CbclExter_5yr","-0.19","0.0102","8.67e-263","9009"
"SmfqFullC_14yr","CbclExter_5yr","0.068","0.0094","1.86e-60","11193"
"SmfqFullM_14yr","CbclExter_5yr","0.161","0.0105","0.00e+00","8603"
"SpinFullC_14yr","CbclExter_5yr","0.034","0.0095","7.38e-62","10951"
"SppaSociaC_14yr","CbclExter_5yr","-0.08","0.0087","6.13e-113","13066"
"SwlsFullC_14yr","CbclExter_5yr","-0.084","0.0087","2.08e-82","13056"
"YptiFullC_14yr","CbclExter_5yr","0.118","0.0087","1.54e-79","12966"
"CccCoher_5yr","CbclInter_5yr","-0.194","0.005","2.44e-260","37136"
"CprsrsFull_5yr","CbclInter_5yr","0.322","0.0047","1.50e-301","37110"
"EasActiv_5yr","CbclInter_5yr","-0.063","0.0052","7.47e-263","36943"
"EasEmoti_5yr","CbclInter_5yr","-0.374","0.0045","0.00e+00","36948"
"EasShyne_5yr","CbclInter_5yr","0.348","0.0046","2.06e-307","36935"
"EasSocia_5yr","CbclInter_5yr","0.168","0.0051","0.00e+00","36940"
"SlasFull_5yr","CbclInter_5yr","-0.194","0.0098","0.00e+00","9589"
"SprakExpre_5yr","CbclInter_5yr","0.194","0.0054","0.00e+00","31327"
"SprakRecep_5yr","CbclInter_5yr","0.201","0.0054","0.00e+00","31329"
"SprakSeman_5yr","CbclInter_5yr","0.177","0.0055","0.00e+00","31341"
"CccCoher_8yr","CbclInter_5yr","0.177","0.0059","2.40e-191","27304"
"CebqFull_8yr","CbclInter_5yr","0.11","0.006","5.06e-249","27228"
"NhpicBenev_8yr","CbclInter_5yr","0.179","0.0059","4.61e-143","27292"
"NhpicConsc_8yr","CbclInter_5yr","-0.127","0.006","4.00e-147","27292"
"RsdbdAdhd_8yr","CbclInter_5yr","0.222","0.0058","1.13e-133","27314"
"RsdbdCondu_8yr","CbclInter_5yr","0.099","0.006","0.00e+00","27360"
"RsdbdHyper_8yr","CbclInter_5yr","0.175","0.0059","3.58e-229","27307"
"RsdbdInatt_8yr","CbclInter_5yr","0.216","0.0058","1.68e-165","27312"
"RsdbdOdd_8yr","CbclInter_5yr","0.25","0.0057","2.86e-212","27303"
"ScaredFull_8yr","CbclInter_5yr","0.318","0.0054","0.00e+00","27322"
"ScqRestr_8yr","CbclInter_5yr","-0.199","0.0061","0.00e+00","24736"
"ScqSocia_8yr","CbclInter_5yr","0.017","0.0064","4.56e-228","24754"
"SmfqFull_8yr","CbclInter_5yr","0.275","0.0056","0.00e+00","27283"
"SpinFull_8yr","CbclInter_5yr","0.178","0.0059","0.00e+00","26839"
"SprakSeman_8yr","CbclInter_5yr","0.159","0.0065","0.00e+00","22633"
"CapeFullC_14yr","CbclInter_5yr","0.049","0.0088","2.01e-178","12981"
"PeqParenC_14yr","CbclInter_5yr","-0.044","0.0087","2.62e-142","13028"
"SbSchooC_14yr","CbclInter_5yr","0.045","0.0088","3.62e-131","13004"
"SclAnxieC_14yr","CbclInter_5yr","0.071","0.0087","0.00e+00","13015"
"SclDepreC_14yr","CbclInter_5yr","0.075","0.0087","2.90e-181","13009"
"SdqProsoC_14yr","CbclInter_5yr","-0.027","0.0092","3.07e-109","11864"
"SdqProsoM_14yr","CbclInter_5yr","-0.119","0.0104","8.84e-284","8988"
"SmfqFullC_14yr","CbclInter_5yr","0.066","0.0094","2.23e-106","11169"
"SmfqFullM_14yr","CbclInter_5yr","0.168","0.0105","0.00e+00","8586"
"SpinFullC_14yr","CbclInter_5yr","0.069","0.0095","4.74e-110","10928"
"SppaSociaC_14yr","CbclInter_5yr","-0.087","0.0087","2.55e-176","13038"
"SwlsFullC_14yr","CbclInter_5yr","-0.073","0.0087","1.20e-143","13028"
"YptiFullC_14yr","CbclInter_5yr","-0.006","0.0088","1.58e-139","12938"
"CprsrsFull_5yr","CccCoher_5yr","-0.39","0.0042","2.11e-236","41158"
"EasActiv_5yr","CccCoher_5yr","-0.008","0.0052","1.11e-147","37106"
"EasEmoti_5yr","CccCoher_5yr","0.189","0.005","0.00e+00","37112"
"EasShyne_5yr","CccCoher_5yr","-0.15","0.0051","1.67e-124","37096"
"EasSocia_5yr","CccCoher_5yr","-0.136","0.0051","0.00e+00","37102"
"SlasFull_5yr","CccCoher_5yr","0.324","0.0087","0.00e+00","10585"
"SprakExpre_5yr","CccCoher_5yr","-0.35","0.0047","0.00e+00","34840"
"SprakRecep_5yr","CccCoher_5yr","-0.433","0.0044","0.00e+00","34841"
"SprakSeman_5yr","CccCoher_5yr","-0.519","0.0039","0.00e+00","34852"
"CccCoher_8yr","CccCoher_5yr","-0.496","0.0044","4.16e-136","29099"
"CebqFull_8yr","CccCoher_5yr","-0.129","0.0058","3.26e-185","28970"
"NhpicBenev_8yr","CccCoher_5yr","-0.147","0.0057","1.68e-72","29041"
"NhpicConsc_8yr","CccCoher_5yr","0.275","0.0054","3.88e-75","29042"
"RsdbdAdhd_8yr","CccCoher_5yr","-0.322","0.0053","5.99e-65","29064"
"RsdbdCondu_8yr","CccCoher_5yr","-0.143","0.0057","0.00e+00","29111"
"RsdbdHyper_8yr","CccCoher_5yr","-0.22","0.0056","3.00e-167","29054"
"RsdbdInatt_8yr","CccCoher_5yr","-0.332","0.0052","2.54e-105","29062"
"RsdbdOdd_8yr","CccCoher_5yr","-0.182","0.0057","1.08e-150","29051"
"ScaredFull_8yr","CccCoher_5yr","-0.09","0.0058","0.00e+00","29073"
"ScqRestr_8yr","CccCoher_5yr","0.23","0.0059","0.00e+00","25767"
"ScqSocia_8yr","CccCoher_5yr","-0.019","0.0062","2.37e-161","25786"
"SmfqFull_8yr","CccCoher_5yr","-0.199","0.0056","0.00e+00","29030"
"SpinFull_8yr","CccCoher_5yr","-0.144","0.0058","0.00e+00","28550"
"SprakSeman_8yr","CccCoher_5yr","-0.354","0.0056","0.00e+00","24105"
"CapeFullC_14yr","CccCoher_5yr","-0.009","0.0085","7.29e-94","13789"
"PeqParenC_14yr","CccCoher_5yr","0.048","0.0085","2.04e-56","13838"
"SbSchooC_14yr","CccCoher_5yr","-0.043","0.0085","2.16e-44","13810"
"SclAnxieC_14yr","CccCoher_5yr","-0.008","0.0085","2.83e-253","13823"
"SclDepreC_14yr","CccCoher_5yr","-0.022","0.0085","1.15e-95","13817"
"SdqProsoC_14yr","CccCoher_5yr","0.105","0.0089","1.78e-30","12314"
"SdqProsoM_14yr","CccCoher_5yr","0.158","0.0101","1.96e-264","9319"
"SmfqFullC_14yr","CccCoher_5yr","-0.009","0.0092","2.26e-32","11687"
"SmfqFullM_14yr","CccCoher_5yr","-0.084","0.0105","0.00e+00","8974"
"SpinFullC_14yr","CccCoher_5yr","-0.023","0.0093","4.11e-34","11436"
"SppaSociaC_14yr","CccCoher_5yr","0.086","0.0084","2.25e-84","13848"
"SwlsFullC_14yr","CccCoher_5yr","0.056","0.0085","2.89e-54","13837"
"YptiFullC_14yr","CccCoher_5yr","-0.062","0.0085","4.90e-53","13741"
"EasActiv_5yr","CprsrsFull_5yr","0.181","0.005","1.67e-214","37143"
"EasEmoti_5yr","CprsrsFull_5yr","-0.365","0.0045","0.00e+00","37150"
"EasShyne_5yr","CprsrsFull_5yr","0.068","0.0052","1.38e-173","37135"
"EasSocia_5yr","CprsrsFull_5yr","0.021","0.0052","0.00e+00","37140"
"SlasFull_5yr","CprsrsFull_5yr","-0.316","0.0087","0.00e+00","10607"
"SprakExpre_5yr","CprsrsFull_5yr","0.233","0.0051","0.00e+00","34741"
"SprakRecep_5yr","CprsrsFull_5yr","0.432","0.0044","0.00e+00","34744"
"SprakSeman_5yr","CprsrsFull_5yr","0.329","0.0048","0.00e+00","34759"
"CccCoher_8yr","CprsrsFull_5yr","0.347","0.0052","1.75e-181","29019"
"CebqFull_8yr","CprsrsFull_5yr","0.132","0.0058","1.40e-233","28945"
"NhpicBenev_8yr","CprsrsFull_5yr","0.285","0.0054","1.75e-117","29017"
"NhpicConsc_8yr","CprsrsFull_5yr","-0.421","0.0048","3.67e-127","29016"
"RsdbdAdhd_8yr","CprsrsFull_5yr","0.593","0.0038","3.78e-126","29039"
"RsdbdCondu_8yr","CprsrsFull_5yr","0.26","0.0055","0.00e+00","29087"
"RsdbdHyper_8yr","CprsrsFull_5yr","0.493","0.0044","1.33e-224","29029"
"RsdbdInatt_8yr","CprsrsFull_5yr","0.556","0.0041","3.50e-153","29037"
"RsdbdOdd_8yr","CprsrsFull_5yr","0.354","0.0051","1.87e-201","29025"
"ScaredFull_8yr","CprsrsFull_5yr","0.108","0.0058","0.00e+00","29047"
"ScqRestr_8yr","CprsrsFull_5yr","-0.261","0.0058","0.00e+00","25744"
"ScqSocia_8yr","CprsrsFull_5yr","0.003","0.0062","6.90e-209","25763"
"SmfqFull_8yr","CprsrsFull_5yr","0.345","0.0052","0.00e+00","29005"
"SpinFull_8yr","CprsrsFull_5yr","0.162","0.0058","0.00e+00","28527"
"SprakSeman_8yr","CprsrsFull_5yr","0.27","0.006","0.00e+00","24050"
"CapeFullC_14yr","CprsrsFull_5yr","0.047","0.0085","2.20e-132","13776"
"PeqParenC_14yr","CprsrsFull_5yr","-0.112","0.0084","4.35e-95","13826"
"SbSchooC_14yr","CprsrsFull_5yr","0.067","0.0085","7.09e-83","13797"
"SclAnxieC_14yr","CprsrsFull_5yr","0.052","0.0085","8.14e-289","13811"
"SclDepreC_14yr","CprsrsFull_5yr","0.061","0.0085","2.11e-133","13805"
"SdqProsoC_14yr","CprsrsFull_5yr","-0.112","0.0089","6.03e-58","12306"
"SdqProsoM_14yr","CprsrsFull_5yr","-0.213","0.0099","2.27e-278","9313"
"SmfqFullC_14yr","CprsrsFull_5yr","0.059","0.0092","2.84e-66","11677"
"SmfqFullM_14yr","CprsrsFull_5yr","0.162","0.0103","0.00e+00","8969"
"SpinFullC_14yr","CprsrsFull_5yr","0.046","0.0093","4.33e-66","11426"
"SppaSociaC_14yr","CprsrsFull_5yr","-0.116","0.0084","1.64e-123","13836"
"SwlsFullC_14yr","CprsrsFull_5yr","-0.091","0.0084","1.45e-91","13825"
"YptiFullC_14yr","CprsrsFull_5yr","0.122","0.0084","3.36e-91","13727"
"EasEmoti_5yr","EasActiv_5yr","-0.056","0.0052","0.00e+00","37183"
"EasShyne_5yr","EasActiv_5yr","-0.244","0.0049","1.94e-173","37164"
"EasSocia_5yr","EasActiv_5yr","-0.279","0.0048","0.00e+00","37172"
"SlasFull_5yr","EasActiv_5yr","0.048","0.0102","0.00e+00","9600"
"SprakExpre_5yr","EasActiv_5yr","-0.039","0.0056","0.00e+00","31313"
"SprakRecep_5yr","EasActiv_5yr","0.029","0.0056","0.00e+00","31315"
"SprakSeman_5yr","EasActiv_5yr","0.008","0.0056","0.00e+00","31327"
"CccCoher_8yr","EasActiv_5yr","0.039","0.006","5.05e-112","27270"
"CebqFull_8yr","EasActiv_5yr","0.005","0.0061","1.24e-187","27197"
"NhpicBenev_8yr","EasActiv_5yr","0.14","0.0059","4.14e-68","27263"
"NhpicConsc_8yr","EasActiv_5yr","-0.064","0.006","8.25e-65","27262"
"RsdbdAdhd_8yr","EasActiv_5yr","0.204","0.0058","1.03e-56","27283"
"RsdbdCondu_8yr","EasActiv_5yr","0.11","0.006","0.00e+00","27329"
"RsdbdHyper_8yr","EasActiv_5yr","0.278","0.0056","2.62e-162","27275"
"RsdbdInatt_8yr","EasActiv_5yr","0.119","0.006","1.18e-88","27281"
"RsdbdOdd_8yr","EasActiv_5yr","0.091","0.006","1.02e-138","27271"
"ScaredFull_8yr","EasActiv_5yr","-0.05","0.006","0.00e+00","27292"
"ScqRestr_8yr","EasActiv_5yr","-0.054","0.0063","0.00e+00","24717"
"ScqSocia_8yr","EasActiv_5yr","-0.006","0.0064","1.49e-152","24734"
"SmfqFull_8yr","EasActiv_5yr","0.065","0.006","0.00e+00","27255"
"SpinFull_8yr","EasActiv_5yr","-0.014","0.0061","0.00e+00","26807"
"SprakSeman_8yr","EasActiv_5yr","0.002","0.0067","0.00e+00","22611"
"CapeFullC_14yr","EasActiv_5yr","-0.014","0.0088","2.42e-109","12962"
"PeqParenC_14yr","EasActiv_5yr","-0.011","0.0088","1.38e-70","13007"
"SbSchooC_14yr","EasActiv_5yr","-0.004","0.0088","2.71e-63","12982"
"SclAnxieC_14yr","EasActiv_5yr","-0.014","0.0088","9.50e-268","12994"
"SclDepreC_14yr","EasActiv_5yr","-0.028","0.0088","5.09e-114","12988"
"SdqProsoC_14yr","EasActiv_5yr","-0.008","0.0092","2.31e-48","11847"
"SdqProsoM_14yr","EasActiv_5yr","0.022","0.0105","1.08e-277","8995"
"SmfqFullC_14yr","EasActiv_5yr","-0.029","0.0095","2.92e-46","11154"
"SmfqFullM_14yr","EasActiv_5yr","-0.003","0.0108","0.00e+00","8588"
"SpinFullC_14yr","EasActiv_5yr","-0.051","0.0095","5.88e-49","10910"
"SppaSociaC_14yr","EasActiv_5yr","0.062","0.0087","1.03e-101","13017"
"SwlsFullC_14yr","EasActiv_5yr","0.02","0.0088","1.10e-72","13007"
"YptiFullC_14yr","EasActiv_5yr","0.075","0.0087","2.06e-71","12919"
"EasShyne_5yr","EasEmoti_5yr","-0.219","0.0049","0.00e+00","37172"
"EasSocia_5yr","EasEmoti_5yr","-0.087","0.0051","0.00e+00","37178"
"SlasFull_5yr","EasEmoti_5yr","0.121","0.0101","0.00e+00","9602"
"SprakExpre_5yr","EasEmoti_5yr","-0.136","0.0055","0.00e+00","31318"
"SprakRecep_5yr","EasEmoti_5yr","-0.198","0.0054","0.00e+00","31320"
"SprakSeman_5yr","EasEmoti_5yr","-0.154","0.0055","0.00e+00","31332"
"CccCoher_8yr","EasEmoti_5yr","-0.155","0.0059","0.00e+00","27270"
"CebqFull_8yr","EasEmoti_5yr","-0.124","0.006","0.00e+00","27197"
"NhpicBenev_8yr","EasEmoti_5yr","-0.355","0.0053","0.00e+00","27263"
"NhpicConsc_8yr","EasEmoti_5yr","0.184","0.0059","0.00e+00","27262"
"RsdbdAdhd_8yr","EasEmoti_5yr","-0.273","0.0056","0.00e+00","27283"
"RsdbdCondu_8yr","EasEmoti_5yr","-0.206","0.0058","0.00e+00","27329"
"RsdbdHyper_8yr","EasEmoti_5yr","-0.238","0.0057","0.00e+00","27275"
"RsdbdInatt_8yr","EasEmoti_5yr","-0.242","0.0057","0.00e+00","27281"
"RsdbdOdd_8yr","EasEmoti_5yr","-0.39","0.0051","0.00e+00","27271"
"ScaredFull_8yr","EasEmoti_5yr","-0.133","0.0059","0.00e+00","27292"
"ScqRestr_8yr","EasEmoti_5yr","0.139","0.0062","0.00e+00","24717"
"ScqSocia_8yr","EasEmoti_5yr","0.019","0.0064","0.00e+00","24734"
"SmfqFull_8yr","EasEmoti_5yr","-0.274","0.0056","0.00e+00","27255"
"SpinFull_8yr","EasEmoti_5yr","-0.123","0.006","0.00e+00","26807"
"SprakSeman_8yr","EasEmoti_5yr","-0.128","0.0065","0.00e+00","22610"
"CapeFullC_14yr","EasEmoti_5yr","-0.059","0.0088","4.23e-298","12962"
"PeqParenC_14yr","EasEmoti_5yr","0.088","0.0087","2.24e-263","13007"
"SbSchooC_14yr","EasEmoti_5yr","-0.054","0.0088","2.99e-251","12982"
"SclAnxieC_14yr","EasEmoti_5yr","-0.071","0.0087","0.00e+00","12994"
"SclDepreC_14yr","EasEmoti_5yr","-0.08","0.0087","2.28e-303","12988"
"SdqProsoC_14yr","EasEmoti_5yr","0.055","0.0092","4.44e-219","11847"
"SdqProsoM_14yr","EasEmoti_5yr","0.154","0.0103","0.00e+00","8995"
"SmfqFullC_14yr","EasEmoti_5yr","-0.079","0.0094","4.65e-200","11153"
"SmfqFullM_14yr","EasEmoti_5yr","-0.143","0.0106","0.00e+00","8587"
"SpinFullC_14yr","EasEmoti_5yr","-0.048","0.0096","1.61e-199","10909"
"SppaSociaC_14yr","EasEmoti_5yr","0.077","0.0087","3.98e-296","13017"
"SwlsFullC_14yr","EasEmoti_5yr","0.084","0.0087","3.11e-264","13007"
"YptiFullC_14yr","EasEmoti_5yr","-0.076","0.0087","1.27e-258","12919"
"EasSocia_5yr","EasShyne_5yr","0.677","0.0028","0.00e+00","37171"
"SlasFull_5yr","EasShyne_5yr","-0.118","0.0101","0.00e+00","9598"
"SprakExpre_5yr","EasShyne_5yr","0.187","0.0055","0.00e+00","31307"
"SprakRecep_5yr","EasShyne_5yr","0.094","0.0056","0.00e+00","31309"
"SprakSeman_5yr","EasShyne_5yr","0.127","0.0056","0.00e+00","31321"
"CccCoher_8yr","EasShyne_5yr","0.112","0.006","5.05e-88","27263"
"CebqFull_8yr","EasShyne_5yr","0.092","0.006","6.21e-156","27190"
"NhpicBenev_8yr","EasShyne_5yr","0.083","0.006","1.47e-52","27256"
"NhpicConsc_8yr","EasShyne_5yr","-0.042","0.006","3.21e-51","27255"
"RsdbdAdhd_8yr","EasShyne_5yr","-0.014","0.0061","1.54e-35","27277"
"RsdbdCondu_8yr","EasShyne_5yr","0.03","0.006","0.00e+00","27322"
"RsdbdHyper_8yr","EasShyne_5yr","-0.071","0.006","3.05e-138","27269"
"RsdbdInatt_8yr","EasShyne_5yr","0.024","0.0061","1.47e-75","27275"
"RsdbdOdd_8yr","EasShyne_5yr","0.086","0.006","1.56e-122","27265"
"ScaredFull_8yr","EasShyne_5yr","0.188","0.0058","0.00e+00","27285"
"ScqRestr_8yr","EasShyne_5yr","-0.074","0.0063","0.00e+00","24709"
"ScqSocia_8yr","EasShyne_5yr","0.048","0.0063","1.35e-138","24726"
"SmfqFull_8yr","EasShyne_5yr","0.067","0.006","0.00e+00","27248"
"SpinFull_8yr","EasShyne_5yr","0.126","0.006","0.00e+00","26801"
"SprakSeman_8yr","EasShyne_5yr","0.122","0.0066","0.00e+00","22604"
"CapeFullC_14yr","EasShyne_5yr","-0.015","0.0088","3.56e-72","12959"
