"Var1","Var2","r","se","p"
"ScqSocia_3yr","ItseaInter_3yr","0.059","0.0041","0.00e+00"
"SdqProso_3yr","ItseaInter_3yr","0.017","0.0042","0.00e+00"
"AsqLangu_5yr","ItseaInter_3yr","0.036","0.0055","0.00e+00"
"AsqMotor_5yr","ItseaInter_3yr","0.046","0.0055","0.00e+00"
"CastFull_5yr","ItseaInter_3yr","0.114","0.0089","0.00e+00"
"CbclExter_5yr","ItseaInter_3yr","0.006","0.0056","0.00e+00"
"CbclInter_5yr","ItseaInter_3yr","0.129","0.0055","0.00e+00"
"CccCoher_5yr","ItseaInter_3yr","0.013","0.0054","0.00e+00"
"CprsrsFull_5yr","ItseaInter_3yr","0.003","0.0054","0.00e+00"
"EasActiv_5yr","ItseaInter_3yr","0.011","0.0056","0.00e+00"
"EasEmoti_5yr","ItseaInter_3yr","0.019","0.0056","0.00e+00"
"EasShyne_5yr","ItseaInter_3yr","0.031","0.0056","0.00e+00"
"EasSocia_5yr","ItseaInter_3yr","0.026","0.0056","0.00e+00"
"SlasFull_5yr","ItseaInter_3yr","0.069","0.0107","0.00e+00"
"SprakExpre_5yr","ItseaInter_3yr","0.056","0.0059","0.00e+00"
"SprakRecep_5yr","ItseaInter_3yr","0.052","0.0059","0.00e+00"
"SprakSeman_5yr","ItseaInter_3yr","0.049","0.0059","0.00e+00"
"CccCoher_8yr","ItseaInter_3yr","0.057","0.0062","0.00e+00"
"CebqFull_8yr","ItseaInter_3yr","-0.001","0.0053","0.00e+00"
"NhpicBenev_8yr","ItseaInter_3yr","0.022","0.0053","0.00e+00"
"NhpicConsc_8yr","ItseaInter_3yr","0.031","0.0053","0.00e+00"
"RsdbdAdhd_8yr","ItseaInter_3yr","0.006","0.0053","0.00e+00"
"RsdbdCondu_8yr","ItseaInter_3yr","0.011","0.0053","0.00e+00"
"RsdbdHyper_8yr","ItseaInter_3yr","0.018","0.0053","0.00e+00"
"RsdbdInatt_8yr","ItseaInter_3yr","0.016","0.0053","0.00e+00"
"RsdbdOdd_8yr","ItseaInter_3yr","0.025","0.0053","0.00e+00"
"ScaredFull_8yr","ItseaInter_3yr","0.073","0.0053","0.00e+00"
"ScqRestr_8yr","ItseaInter_3yr","0.127","0.0052","0.00e+00"
"ScqSocia_8yr","ItseaInter_3yr","0.001","0.0053","0.00e+00"
"SmfqFull_8yr","ItseaInter_3yr","0.072","0.0053","0.00e+00"
"SpinFull_8yr","ItseaInter_3yr","0.069","0.0053","0.00e+00"
"SprakSeman_8yr","ItseaInter_3yr","0.057","0.0068","0.00e+00"
"CapeFullC_14yr","ItseaInter_3yr","0.007","0.0076","0.00e+00"
"PeqParenC_14yr","ItseaInter_3yr","0.006","0.0076","0.00e+00"
"SbSchooC_14yr","ItseaInter_3yr","0.003","0.008","0.00e+00"
"SclAnxieC_14yr","ItseaInter_3yr","0.009","0.008","0.00e+00"
"SclDepreC_14yr","ItseaInter_3yr","-0.005","0.008","0.00e+00"
"SdqProsoC_14yr","ItseaInter_3yr","0.007","0.0079","0.00e+00"
"SdqProsoM_14yr","ItseaInter_3yr","0.032","0.0088","0.00e+00"
"SmfqFullC_14yr","ItseaInter_3yr","-0.025","0.0084","0.00e+00"
"SmfqFullM_14yr","ItseaInter_3yr","0.035","0.009","0.00e+00"
"SpinFullC_14yr","ItseaInter_3yr","-0.003","0.0085","0.00e+00"
"SppaSociaC_14yr","ItseaInter_3yr","0.009","0.0076","0.00e+00"
"SwlsFullC_14yr","ItseaInter_3yr","-0.018","0.0076","0.00e+00"
"YptiFullC_14yr","ItseaInter_3yr","-0.005","0.0076","0.00e+00"
"ScqSocia_3yr","ScqRestr_3yr","0.011","0.0041","0.00e+00"
"SdqProso_3yr","ScqRestr_3yr","0.012","0.0041","0.00e+00"
"AsqLangu_5yr","ScqRestr_3yr","-0.002","0.0055","0.00e+00"
"AsqMotor_5yr","ScqRestr_3yr","0.008","0.0055","0.00e+00"
"CastFull_5yr","ScqRestr_3yr","0.059","0.009","0.00e+00"
"CbclExter_5yr","ScqRestr_3yr","0.031","0.0056","0.00e+00"
"CbclInter_5yr","ScqRestr_3yr","0.043","0.0056","0.00e+00"
"CccCoher_5yr","ScqRestr_3yr","0.02","0.0054","0.00e+00"
"CprsrsFull_5yr","ScqRestr_3yr","0.05","0.0054","0.00e+00"
"EasActiv_5yr","ScqRestr_3yr","0.016","0.0056","0.00e+00"
"EasEmoti_5yr","ScqRestr_3yr","0.016","0.0056","0.00e+00"
"EasShyne_5yr","ScqRestr_3yr","0.007","0.0056","0.00e+00"
"EasSocia_5yr","ScqRestr_3yr","0.015","0.0056","2.76e-277"
"SlasFull_5yr","ScqRestr_3yr","0.028","0.0107","0.00e+00"
"SprakExpre_5yr","ScqRestr_3yr","0","0.0059","0.00e+00"
"SprakRecep_5yr","ScqRestr_3yr","-0.01","0.0059","0.00e+00"
"SprakSeman_5yr","ScqRestr_3yr","0.013","0.0059","0.00e+00"
"CccCoher_8yr","ScqRestr_3yr","0.021","0.0062","0.00e+00"
"CebqFull_8yr","ScqRestr_3yr","0.018","0.0053","0.00e+00"
"NhpicBenev_8yr","ScqRestr_3yr","0.015","0.0053","0.00e+00"
"NhpicConsc_8yr","ScqRestr_3yr","0.007","0.0053","0.00e+00"
"RsdbdAdhd_8yr","ScqRestr_3yr","0.038","0.0053","0.00e+00"
"RsdbdCondu_8yr","ScqRestr_3yr","0.011","0.0053","0.00e+00"
"RsdbdHyper_8yr","ScqRestr_3yr","0.048","0.0053","0.00e+00"
"RsdbdInatt_8yr","ScqRestr_3yr","0.022","0.0053","0.00e+00"
"RsdbdOdd_8yr","ScqRestr_3yr","0.027","0.0053","0.00e+00"
"ScaredFull_8yr","ScqRestr_3yr","0.022","0.0053","0.00e+00"
"ScqRestr_8yr","ScqRestr_3yr","0.123","0.0052","0.00e+00"
"ScqSocia_8yr","ScqRestr_3yr","0.007","0.0053","0.00e+00"
"SmfqFull_8yr","ScqRestr_3yr","0.025","0.0053","0.00e+00"
"SpinFull_8yr","ScqRestr_3yr","0.015","0.0053","0.00e+00"
"SprakSeman_8yr","ScqRestr_3yr","-0.01","0.0068","0.00e+00"
"CapeFullC_14yr","ScqRestr_3yr","-0.001","0.0076","1.48e-219"
"PeqParenC_14yr","ScqRestr_3yr","-0.001","0.0076","1.64e-197"
"SbSchooC_14yr","ScqRestr_3yr","-0.001","0.0079","4.45e-228"
"SclAnxieC_14yr","ScqRestr_3yr","-0.019","0.0079","0.00e+00"
"SclDepreC_14yr","ScqRestr_3yr","-0.006","0.0079","0.00e+00"
"SdqProsoC_14yr","ScqRestr_3yr","0.008","0.0079","0.00e+00"
"SdqProsoM_14yr","ScqRestr_3yr","0.005","0.0088","0.00e+00"
"SmfqFullC_14yr","ScqRestr_3yr","0.008","0.0084","5.69e-171"
"SmfqFullM_14yr","ScqRestr_3yr","-0.001","0.009","0.00e+00"
"SpinFullC_14yr","ScqRestr_3yr","-0.005","0.0085","0.00e+00"
"SppaSociaC_14yr","ScqRestr_3yr","0.013","0.0076","1.02e-149"
"SwlsFullC_14yr","ScqRestr_3yr","-0.003","0.0076","1.67e-313"
"YptiFullC_14yr","ScqRestr_3yr","0.009","0.0076","2.00e-252"
"SdqProso_3yr","ScqSocia_3yr","0.195","0.004","0.00e+00"
"AsqLangu_5yr","ScqSocia_3yr","0.27","0.0051","0.00e+00"
"AsqMotor_5yr","ScqSocia_3yr","0.19","0.0053","0.00e+00"
"CastFull_5yr","ScqSocia_3yr","0.182","0.0087","0.00e+00"
"CbclExter_5yr","ScqSocia_3yr","0.058","0.0056","0.00e+00"
"CbclInter_5yr","ScqSocia_3yr","0.073","0.0056","0.00e+00"
"CccCoher_5yr","ScqSocia_3yr","0.106","0.0054","0.00e+00"
"CprsrsFull_5yr","ScqSocia_3yr","0.105","0.0054","0.00e+00"
"EasActiv_5yr","ScqSocia_3yr","0.033","0.0056","0.00e+00"
"EasEmoti_5yr","ScqSocia_3yr","0.038","0.0056","0.00e+00"
"EasShyne_5yr","ScqSocia_3yr","0.048","0.0056","0.00e+00"
"EasSocia_5yr","ScqSocia_3yr","0.058","0.0056","0.00e+00"
"SlasFull_5yr","ScqSocia_3yr","0.384","0.0091","0.00e+00"
"SprakExpre_5yr","ScqSocia_3yr","0.073","0.0059","0.00e+00"
"SprakRecep_5yr","ScqSocia_3yr","0.072","0.0059","0.00e+00"
"SprakSeman_5yr","ScqSocia_3yr","0.083","0.0059","0.00e+00"
"CccCoher_8yr","ScqSocia_3yr","0.172","0.006","0.00e+00"
"CebqFull_8yr","ScqSocia_3yr","0.029","0.0053","0.00e+00"
"NhpicBenev_8yr","ScqSocia_3yr","0.032","0.0053","0.00e+00"
"NhpicConsc_8yr","ScqSocia_3yr","0.06","0.0053","0.00e+00"
"RsdbdAdhd_8yr","ScqSocia_3yr","0.063","0.0053","0.00e+00"
"RsdbdCondu_8yr","ScqSocia_3yr","0.047","0.0053","0.00e+00"
"RsdbdHyper_8yr","ScqSocia_3yr","0.071","0.0052","0.00e+00"
"RsdbdInatt_8yr","ScqSocia_3yr","0.096","0.0052","0.00e+00"
"RsdbdOdd_8yr","ScqSocia_3yr","0.033","0.0053","0.00e+00"
"ScaredFull_8yr","ScqSocia_3yr","0.021","0.0053","0.00e+00"
"ScqRestr_8yr","ScqSocia_3yr","0.146","0.0052","0.00e+00"
"ScqSocia_8yr","ScqSocia_3yr","0.139","0.0052","0.00e+00"
"SmfqFull_8yr","ScqSocia_3yr","0.036","0.0053","0.00e+00"
"SpinFull_8yr","ScqSocia_3yr","0.049","0.0053","0.00e+00"
"SprakSeman_8yr","ScqSocia_3yr","0.071","0.0068","0.00e+00"
"CapeFullC_14yr","ScqSocia_3yr","0","0.0076","0.00e+00"
"PeqParenC_14yr","ScqSocia_3yr","0.021","0.0076","0.00e+00"
"SbSchooC_14yr","ScqSocia_3yr","0.021","0.0079","0.00e+00"
"SclAnxieC_14yr","ScqSocia_3yr","-0.01","0.0079","0.00e+00"
"SclDepreC_14yr","ScqSocia_3yr","-0.009","0.0079","0.00e+00"
"SdqProsoC_14yr","ScqSocia_3yr","0.038","0.0079","0.00e+00"
"SdqProsoM_14yr","ScqSocia_3yr","0.096","0.0087","0.00e+00"
"SmfqFullC_14yr","ScqSocia_3yr","0.016","0.0084","1.35e-295"
"SmfqFullM_14yr","ScqSocia_3yr","0.027","0.009","0.00e+00"
"SpinFullC_14yr","ScqSocia_3yr","-0.004","0.0085","0.00e+00"
"SppaSociaC_14yr","ScqSocia_3yr","0.024","0.0076","1.52e-299"
"SwlsFullC_14yr","ScqSocia_3yr","-0.006","0.0076","0.00e+00"
"YptiFullC_14yr","ScqSocia_3yr","0.011","0.0076","0.00e+00"
"AsqLangu_5yr","SdqProso_3yr","0.124","0.0054","0.00e+00"
"AsqMotor_5yr","SdqProso_3yr","0.136","0.0054","0.00e+00"
"CastFull_5yr","SdqProso_3yr","0.087","0.0089","0.00e+00"
"CbclExter_5yr","SdqProso_3yr","0.057","0.0056","0.00e+00"
"CbclInter_5yr","SdqProso_3yr","0.051","0.0056","0.00e+00"
"CccCoher_5yr","SdqProso_3yr","0.075","0.0054","0.00e+00"
"CprsrsFull_5yr","SdqProso_3yr","0.073","0.0054","0.00e+00"
"EasActiv_5yr","SdqProso_3yr","-0.003","0.0056","0.00e+00"
"EasEmoti_5yr","SdqProso_3yr","0.02","0.0056","0.00e+00"
"EasShyne_5yr","SdqProso_3yr","0.024","0.0056","0.00e+00"
"EasSocia_5yr","SdqProso_3yr","0.045","0.0056","0.00e+00"
"SlasFull_5yr","SdqProso_3yr","0.194","0.0103","0.00e+00"
"SprakExpre_5yr","SdqProso_3yr","0.07","0.0059","0.00e+00"
"SprakRecep_5yr","SdqProso_3yr","0.083","0.0059","0.00e+00"
"SprakSeman_5yr","SdqProso_3yr","0.078","0.0059","0.00e+00"
"CccCoher_8yr","SdqProso_3yr","0.108","0.0062","0.00e+00"
"CebqFull_8yr","SdqProso_3yr","-0.001","0.0053","0.00e+00"
"NhpicBenev_8yr","SdqProso_3yr","0.034","0.0053","0.00e+00"
"NhpicConsc_8yr","SdqProso_3yr","0.031","0.0053","0.00e+00"
"RsdbdAdhd_8yr","SdqProso_3yr","0.043","0.0053","0.00e+00"
"RsdbdCondu_8yr","SdqProso_3yr","0.127","0.0052","0.00e+00"
"RsdbdHyper_8yr","SdqProso_3yr","0.075","0.0052","0.00e+00"
"RsdbdInatt_8yr","SdqProso_3yr","0.068","0.0053","0.00e+00"
"RsdbdOdd_8yr","SdqProso_3yr","0.056","0.0053","0.00e+00"
"ScaredFull_8yr","SdqProso_3yr","0.027","0.0053","0.00e+00"
"ScqRestr_8yr","SdqProso_3yr","0.104","0.0052","0.00e+00"
"ScqSocia_8yr","SdqProso_3yr","0.014","0.0053","0.00e+00"
"SmfqFull_8yr","SdqProso_3yr","0.048","0.0053","0.00e+00"
"SpinFull_8yr","SdqProso_3yr","0.046","0.0053","0.00e+00"
"SprakSeman_8yr","SdqProso_3yr","0.064","0.0068","0.00e+00"
"CapeFullC_14yr","SdqProso_3yr","-0.008","0.0076","0.00e+00"
"PeqParenC_14yr","SdqProso_3yr","0.012","0.0076","0.00e+00"
"SbSchooC_14yr","SdqProso_3yr","0.004","0.0079","0.00e+00"
"SclAnxieC_14yr","SdqProso_3yr","-0.019","0.0079","0.00e+00"
"SclDepreC_14yr","SdqProso_3yr","0","0.0079","0.00e+00"
"SdqProsoC_14yr","SdqProso_3yr","0.056","0.0079","0.00e+00"
"SdqProsoM_14yr","SdqProso_3yr","0.142","0.0086","0.00e+00"
"SmfqFullC_14yr","SdqProso_3yr","-0.005","0.0084","0.00e+00"
"SmfqFullM_14yr","SdqProso_3yr","0.021","0.009","0.00e+00"
"SpinFullC_14yr","SdqProso_3yr","-0.007","0.0085","0.00e+00"
"SppaSociaC_14yr","SdqProso_3yr","0.009","0.0076","0.00e+00"
"SwlsFullC_14yr","SdqProso_3yr","-0.007","0.0076","0.00e+00"
"YptiFullC_14yr","SdqProso_3yr","-0.001","0.0076","0.00e+00"
"AsqMotor_5yr","AsqLangu_5yr","0.305","0.0046","0.00e+00"
"CastFull_5yr","AsqLangu_5yr","0.23","0.008","0.00e+00"
"CbclExter_5yr","AsqLangu_5yr","0.084","0.0052","0.00e+00"
"CbclInter_5yr","AsqLangu_5yr","0.092","0.0052","0.00e+00"
"CccCoher_5yr","AsqLangu_5yr","0.226","0.0048","0.00e+00"
"CprsrsFull_5yr","AsqLangu_5yr","0.171","0.0049","0.00e+00"
"EasActiv_5yr","AsqLangu_5yr","0.01","0.0053","0.00e+00"
"EasEmoti_5yr","AsqLangu_5yr","0.021","0.0053","0.00e+00"
"EasShyne_5yr","AsqLangu_5yr","0.027","0.0053","0.00e+00"
"EasSocia_5yr","AsqLangu_5yr","0.037","0.0052","0.00e+00"
"SlasFull_5yr","AsqLangu_5yr","0.555","0.0069","0.00e+00"
"SprakExpre_5yr","AsqLangu_5yr","0.232","0.0052","0.00e+00"
"SprakRecep_5yr","AsqLangu_5yr","0.279","0.005","0.00e+00"
"SprakSeman_5yr","AsqLangu_5yr","0.333","0.0049","0.00e+00"
"CccCoher_8yr","AsqLangu_5yr","0.34","0.0053","0.00e+00"
"CebqFull_8yr","AsqLangu_5yr","0.017","0.006","0.00e+00"
"NhpicBenev_8yr","AsqLangu_5yr","0.02","0.0059","0.00e+00"
"NhpicConsc_8yr","AsqLangu_5yr","0.054","0.0059","0.00e+00"
"RsdbdAdhd_8yr","AsqLangu_5yr","0.087","0.0059","0.00e+00"
"RsdbdCondu_8yr","AsqLangu_5yr","0.092","0.0059","0.00e+00"
"RsdbdHyper_8yr","AsqLangu_5yr","0.102","0.0059","0.00e+00"
"RsdbdInatt_8yr","AsqLangu_5yr","0.151","0.0058","0.00e+00"
"RsdbdOdd_8yr","AsqLangu_5yr","0.039","0.0059","0.00e+00"
"ScaredFull_8yr","AsqLangu_5yr","0.054","0.0059","0.00e+00"
"ScqRestr_8yr","AsqLangu_5yr","0.223","0.006","0.00e+00"
"ScqSocia_8yr","AsqLangu_5yr","0.027","0.0063","0.00e+00"
"SmfqFull_8yr","AsqLangu_5yr","0.087","0.0059","0.00e+00"
"SpinFull_8yr","AsqLangu_5yr","0.071","0.006","0.00e+00"
"SprakSeman_8yr","AsqLangu_5yr","0.214","0.0062","0.00e+00"
"CapeFullC_14yr","AsqLangu_5yr","0.008","0.0086","0.00e+00"
"PeqParenC_14yr","AsqLangu_5yr","0.011","0.0086","0.00e+00"
"SbSchooC_14yr","AsqLangu_5yr","0.029","0.0086","0.00e+00"
"SclAnxieC_14yr","AsqLangu_5yr","0.006","0.0086","0.00e+00"
"SclDepreC_14yr","AsqLangu_5yr","-0.003","0.0086","0.00e+00"
"SdqProsoC_14yr","AsqLangu_5yr","0.047","0.0091","0.00e+00"
"SdqProsoM_14yr","AsqLangu_5yr","0.052","0.0104","0.00e+00"
"SmfqFullC_14yr","AsqLangu_5yr","0.001","0.0093","0.00e+00"
"SmfqFullM_14yr","AsqLangu_5yr","0.048","0.0106","0.00e+00"
"SpinFullC_14yr","AsqLangu_5yr","0.001","0.0094","0.00e+00"
"SppaSociaC_14yr","AsqLangu_5yr","0.02","0.0086","0.00e+00"
"SwlsFullC_14yr","AsqLangu_5yr","-0.011","0.0086","0.00e+00"
"YptiFullC_14yr","AsqLangu_5yr","-0.01","0.0086","0.00e+00"
"CastFull_5yr","AsqMotor_5yr","0.208","0.008","0.00e+00"
"CbclExter_5yr","AsqMotor_5yr","0.062","0.0052","0.00e+00"
"CbclInter_5yr","AsqMotor_5yr","0.116","0.0052","0.00e+00"
"CccCoher_5yr","AsqMotor_5yr","0.125","0.005","0.00e+00"
"CprsrsFull_5yr","AsqMotor_5yr","0.131","0.0049","0.00e+00"
"EasActiv_5yr","AsqMotor_5yr","0.053","0.0052","0.00e+00"
"EasEmoti_5yr","AsqMotor_5yr","0.04","0.0052","0.00e+00"
"EasShyne_5yr","AsqMotor_5yr","0.043","0.0052","0.00e+00"
"EasSocia_5yr","AsqMotor_5yr","0.053","0.0052","0.00e+00"
"SlasFull_5yr","AsqMotor_5yr","0.429","0.0081","0.00e+00"
"SprakExpre_5yr","AsqMotor_5yr","0.148","0.0054","0.00e+00"
"SprakRecep_5yr","AsqMotor_5yr","0.16","0.0053","0.00e+00"
"SprakSeman_5yr","AsqMotor_5yr","0.155","0.0053","0.00e+00"
"CccCoher_8yr","AsqMotor_5yr","0.226","0.0056","0.00e+00"
"CebqFull_8yr","AsqMotor_5yr","-0.001","0.006","0.00e+00"
"NhpicBenev_8yr","AsqMotor_5yr","0.028","0.0059","0.00e+00"
"NhpicConsc_8yr","AsqMotor_5yr","0.071","0.0059","0.00e+00"
"RsdbdAdhd_8yr","AsqMotor_5yr","0.073","0.0059","0.00e+00"
"RsdbdCondu_8yr","AsqMotor_5yr","0.12","0.0059","0.00e+00"
"RsdbdHyper_8yr","AsqMotor_5yr","0.108","0.0059","0.00e+00"
"RsdbdInatt_8yr","AsqMotor_5yr","0.148","0.0058","0.00e+00"
"RsdbdOdd_8yr","AsqMotor_5yr","0.043","0.0059","0.00e+00"
"ScaredFull_8yr","AsqMotor_5yr","0.071","0.0059","0.00e+00"
"ScqRestr_8yr","AsqMotor_5yr","0.19","0.0061","0.00e+00"
"ScqSocia_8yr","AsqMotor_5yr","-0.007","0.0063","0.00e+00"
"SmfqFull_8yr","AsqMotor_5yr","0.095","0.0059","0.00e+00"
"SpinFull_8yr","AsqMotor_5yr","0.066","0.006","0.00e+00"
"SprakSeman_8yr","AsqMotor_5yr","0.124","0.0064","0.00e+00"
"CapeFullC_14yr","AsqMotor_5yr","0.002","0.0086","0.00e+00"
"PeqParenC_14yr","AsqMotor_5yr","0.002","0.0086","0.00e+00"
"SbSchooC_14yr","AsqMotor_5yr","0.01","0.0086","0.00e+00"
"SclAnxieC_14yr","AsqMotor_5yr","-0.026","0.0086","0.00e+00"
"SclDepreC_14yr","AsqMotor_5yr","-0.019","0.0086","0.00e+00"
"SdqProsoC_14yr","AsqMotor_5yr","0.077","0.009","0.00e+00"
"SdqProsoM_14yr","AsqMotor_5yr","0.095","0.0104","0.00e+00"
"SmfqFullC_14yr","AsqMotor_5yr","-0.019","0.0093","0.00e+00"
"SmfqFullM_14yr","AsqMotor_5yr","0.043","0.0106","0.00e+00"
"SpinFullC_14yr","AsqMotor_5yr","-0.012","0.0094","0.00e+00"
"SppaSociaC_14yr","AsqMotor_5yr","0.031","0.0086","0.00e+00"
"SwlsFullC_14yr","AsqMotor_5yr","-0.013","0.0086","0.00e+00"
"YptiFullC_14yr","AsqMotor_5yr","-0.003","0.0086","0.00e+00"
"CbclExter_5yr","CastFull_5yr","0.117","0.0085","0.00e+00"
"CbclInter_5yr","CastFull_5yr","0.227","0.0082","0.00e+00"
"CccCoher_5yr","CastFull_5yr","0.101","0.0082","0.00e+00"
"CprsrsFull_5yr","CastFull_5yr","0.184","0.008","0.00e+00"
"EasActiv_5yr","CastFull_5yr","0.05","0.0086","0.00e+00"
"EasEmoti_5yr","CastFull_5yr","0.062","0.0086","0.00e+00"
"EasShyne_5yr","CastFull_5yr","0.097","0.0086","0.00e+00"
"EasSocia_5yr","CastFull_5yr","0.105","0.0086","0.00e+00"
"SlasFull_5yr","CastFull_5yr","0.405","0.013","0.00e+00"
"SprakExpre_5yr","CastFull_5yr","0.102","0.0088","0.00e+00"
"SprakRecep_5yr","CastFull_5yr","0.113","0.0088","0.00e+00"
"SprakSeman_5yr","CastFull_5yr","0.1","0.0088","0.00e+00"
"CccCoher_8yr","CastFull_5yr","0.194","0.0094","0.00e+00"
"CebqFull_8yr","CastFull_5yr","0.027","0.0098","0.00e+00"
"NhpicBenev_8yr","CastFull_5yr","0.049","0.0098","0.00e+00"
"NhpicConsc_8yr","CastFull_5yr","0.065","0.0098","0.00e+00"
"RsdbdAdhd_8yr","CastFull_5yr","0.102","0.0097","0.00e+00"
"RsdbdCondu_8yr","CastFull_5yr","0.11","0.0097","0.00e+00"
"RsdbdHyper_8yr","CastFull_5yr","0.154","0.0096","0.00e+00"
"RsdbdInatt_8yr","CastFull_5yr","0.127","0.0096","0.00e+00"
"RsdbdOdd_8yr","CastFull_5yr","0.079","0.0097","0.00e+00"
"ScaredFull_8yr","CastFull_5yr","0.075","0.0097","0.00e+00"
"ScqRestr_8yr","CastFull_5yr","0.266","0.0096","0.00e+00"
"ScqSocia_8yr","CastFull_5yr","0.028","0.0103","0.00e+00"
"SmfqFull_8yr","CastFull_5yr","0.112","0.0097","0.00e+00"
"SpinFull_8yr","CastFull_5yr","0.084","0.0098","0.00e+00"
"SprakSeman_8yr","CastFull_5yr","0.097","0.0106","0.00e+00"
"CapeFullC_14yr","CastFull_5yr","-0.004","0.0118","0.00e+00"
"PeqParenC_14yr","CastFull_5yr","0.034","0.0118","1.47e-302"
"SbSchooC_14yr","CastFull_5yr","0.005","0.0118","4.00e-322"
"SclAnxieC_14yr","CastFull_5yr","0.006","0.0118","0.00e+00"
"SclDepreC_14yr","CastFull_5yr","0.006","0.0118","0.00e+00"
"SdqProsoC_14yr","CastFull_5yr","0.074","0.0124","0.00e+00"
"SdqProsoM_14yr","CastFull_5yr","0.13","0.0173","0.00e+00"
"SmfqFullC_14yr","CastFull_5yr","-0.023","0.0128","8.73e-263"
"SmfqFullM_14yr","CastFull_5yr","0.066","0.0179","0.00e+00"
"SpinFullC_14yr","CastFull_5yr","0.008","0.013","0.00e+00"
"SppaSociaC_14yr","CastFull_5yr","0.035","0.0118","1.49e-286"
"SwlsFullC_14yr","CastFull_5yr","0.02","0.0118","0.00e+00"
"YptiFullC_14yr","CastFull_5yr","0.024","0.0118","9.88e-324"
"CbclInter_5yr","CbclExter_5yr","0.154","0.0051","0.00e+00"
"CccCoher_5yr","CbclExter_5yr","0.094","0.0051","0.00e+00"
"CprsrsFull_5yr","CbclExter_5yr","0.348","0.0046","0.00e+00"
"EasActiv_5yr","CbclExter_5yr","0.094","0.0052","0.00e+00"
"EasEmoti_5yr","CbclExter_5yr","0.215","0.005","0.00e+00"
"EasShyne_5yr","CbclExter_5yr","0.035","0.0052","0.00e+00"
"EasSocia_5yr","CbclExter_5yr","0.04","0.0052","0.00e+00"
"SlasFull_5yr","CbclExter_5yr","0.133","0.01","0.00e+00"
"SprakExpre_5yr","CbclExter_5yr","0.034","0.0056","0.00e+00"
"SprakRecep_5yr","CbclExter_5yr","0.059","0.0056","0.00e+00"
"SprakSeman_5yr","CbclExter_5yr","0.01","0.0056","0.00e+00"
"CccCoher_8yr","CbclExter_5yr","0.09","0.006","0.00e+00"
"CebqFull_8yr","CbclExter_5yr","0.019","0.0061","0.00e+00"
"NhpicBenev_8yr","CbclExter_5yr","0.19","0.0058","0.00e+00"
"NhpicConsc_8yr","CbclExter_5yr","0.107","0.006","0.00e+00"
"RsdbdAdhd_8yr","CbclExter_5yr","0.23","0.0057","0.00e+00"
"RsdbdCondu_8yr","CbclExter_5yr","0.135","0.0059","0.00e+00"
"RsdbdHyper_8yr","CbclExter_5yr","0.241","0.0057","0.00e+00"
"RsdbdInatt_8yr","CbclExter_5yr","0.188","0.0058","0.00e+00"
"RsdbdOdd_8yr","CbclExter_5yr","0.195","0.0058","0.00e+00"
"ScaredFull_8yr","CbclExter_5yr","0.027","0.006","0.00e+00"
"ScqRestr_8yr","CbclExter_5yr","0.083","0.0063","0.00e+00"
"ScqSocia_8yr","CbclExter_5yr","0.004","0.0064","0.00e+00"
"SmfqFull_8yr","CbclExter_5yr","0.107","0.006","0.00e+00"
"SpinFull_8yr","CbclExter_5yr","0.038","0.0061","0.00e+00"
"SprakSeman_8yr","CbclExter_5yr","0.017","0.0066","0.00e+00"
"CapeFullC_14yr","CbclExter_5yr","0.014","0.0088","2.11e-212"
"PeqParenC_14yr","CbclExter_5yr","0.015","0.0088","6.05e-169"
"SbSchooC_14yr","CbclExter_5yr","-0.002","0.0088","5.12e-201"
"SclAnxieC_14yr","CbclExter_5yr","0.006","0.0088","0.00e+00"
"SclDepreC_14yr","CbclExter_5yr","0.001","0.0088","0.00e+00"
"SdqProsoC_14yr","CbclExter_5yr","0.018","0.0092","1.24e-272"
"SdqProsoM_14yr","CbclExter_5yr","0.044","0.0105","0.00e+00"
"SmfqFullC_14yr","CbclExter_5yr","0.007","0.0095","1.04e-159"
"SmfqFullM_14yr","CbclExter_5yr","0.02","0.0108","0.00e+00"
"SpinFullC_14yr","CbclExter_5yr","-0.005","0.0096","1.29e-294"
"SppaSociaC_14yr","CbclExter_5yr","0.016","0.0087","4.03e-128"
"SwlsFullC_14yr","CbclExter_5yr","-0.007","0.0088","3.70e-254"
"YptiFullC_14yr","CbclExter_5yr","0.02","0.0088","1.31e-220"
"CccCoher_5yr","CbclInter_5yr","0.072","0.0052","0.00e+00"
"CprsrsFull_5yr","CbclInter_5yr","0.129","0.0051","0.00e+00"
"EasActiv_5yr","CbclInter_5yr","0.03","0.0052","0.00e+00"
"EasEmoti_5yr","CbclInter_5yr","0.144","0.0051","0.00e+00"
"EasShyne_5yr","CbclInter_5yr","0.157","0.0051","0.00e+00"
"EasSocia_5yr","CbclInter_5yr","0.084","0.0052","0.00e+00"
"SlasFull_5yr","CbclInter_5yr","0.163","0.0099","0.00e+00"
"SprakExpre_5yr","CbclInter_5yr","0.118","0.0056","0.00e+00"
"SprakRecep_5yr","CbclInter_5yr","0.106","0.0056","0.00e+00"
"SprakSeman_5yr","CbclInter_5yr","0.08","0.0056","0.00e+00"
"CccCoher_8yr","CbclInter_5yr","0.116","0.006","0.00e+00"
"CebqFull_8yr","CbclInter_5yr","0.02","0.0061","0.00e+00"
"NhpicBenev_8yr","CbclInter_5yr","0.064","0.006","0.00e+00"
