"Var1","Var2","r","se","p"
"SbSchooC_14yr","EasSocia_18mo","-0.003","0.0075","0.00e+00"
"SclAnxieC_14yr","EasSocia_18mo","0.013","0.0075","0.00e+00"
"SclDepreC_14yr","EasSocia_18mo","0.002","0.0075","0.00e+00"
"SdqProsoC_14yr","EasSocia_18mo","0.031","0.0081","0.00e+00"
"SdqProsoM_14yr","EasSocia_18mo","0.046","0.009","0.00e+00"
"SmfqFullC_14yr","EasSocia_18mo","0.008","0.0081","0.00e+00"
"SmfqFullM_14yr","EasSocia_18mo","0.006","0.0088","0.00e+00"
"SpinFullC_14yr","EasSocia_18mo","-0.002","0.0082","0.00e+00"
"SppaSociaC_14yr","EasSocia_18mo","0.009","0.0072","0.00e+00"
"SwlsFullC_14yr","EasSocia_18mo","0.002","0.0072","0.00e+00"
"YptiFullC_14yr","EasSocia_18mo","0.002","0.0072","0.00e+00"
"AsqMotor_3yr","AsqLangu_3yr","0.245","0.004","0.00e+00"
"CbclExter_3yr","AsqLangu_3yr","0.046","0.0044","0.00e+00"
"CbclInter_3yr","AsqLangu_3yr","0.059","0.0044","0.00e+00"
"CfqPress_3yr","AsqLangu_3yr","0.025","0.0043","0.00e+00"
"CfqRestr_3yr","AsqLangu_3yr","0.003","0.0043","0.00e+00"
"EasActiv_3yr","AsqLangu_3yr","0.021","0.0044","0.00e+00"
"EasEmoti_3yr","AsqLangu_3yr","0.014","0.0044","0.00e+00"
"EasShyne_3yr","AsqLangu_3yr","0.036","0.0044","0.00e+00"
"EasSocia_3yr","AsqLangu_3yr","0.041","0.0044","0.00e+00"
"ItseaCompe_3yr","AsqLangu_3yr","0.163","0.0041","0.00e+00"
"ItseaDysre_3yr","AsqLangu_3yr","0.053","0.0042","0.00e+00"
"ItseaExter_3yr","AsqLangu_3yr","0.07","0.0042","0.00e+00"
"ItseaInter_3yr","AsqLangu_3yr","0.049","0.0042","0.00e+00"
"ScqRestr_3yr","AsqLangu_3yr","-0.01","0.0042","0.00e+00"
"ScqSocia_3yr","AsqLangu_3yr","0.378","0.0036","0.00e+00"
"SdqProso_3yr","AsqLangu_3yr","0.19","0.0041","0.00e+00"
"AsqLangu_5yr","AsqLangu_3yr","0.477","0.0043","0.00e+00"
"AsqMotor_5yr","AsqLangu_3yr","0.268","0.0051","0.00e+00"
"CastFull_5yr","AsqLangu_3yr","0.185","0.0088","0.00e+00"
"CbclExter_5yr","AsqLangu_3yr","0.056","0.0056","0.00e+00"
"CbclInter_5yr","AsqLangu_3yr","0.059","0.0056","0.00e+00"
"CccCoher_5yr","AsqLangu_3yr","0.179","0.0053","0.00e+00"
"CprsrsFull_5yr","AsqLangu_3yr","0.122","0.0054","0.00e+00"
"EasActiv_5yr","AsqLangu_3yr","0.016","0.0056","0.00e+00"
"EasEmoti_5yr","AsqLangu_3yr","0.017","0.0056","0.00e+00"
"EasShyne_5yr","AsqLangu_3yr","0.017","0.0056","0.00e+00"
"EasSocia_5yr","AsqLangu_3yr","0.027","0.0056","0.00e+00"
"SlasFull_5yr","AsqLangu_3yr","0.543","0.0076","0.00e+00"
"SprakExpre_5yr","AsqLangu_3yr","0.186","0.0058","0.00e+00"
"SprakRecep_5yr","AsqLangu_3yr","0.191","0.0058","0.00e+00"
"SprakSeman_5yr","AsqLangu_3yr","0.244","0.0056","0.00e+00"
"CccCoher_8yr","AsqLangu_3yr","0.306","0.0057","0.00e+00"
"CebqFull_8yr","AsqLangu_3yr","0.018","0.0053","0.00e+00"
"NhpicBenev_8yr","AsqLangu_3yr","0.026","0.0053","0.00e+00"
"NhpicConsc_8yr","AsqLangu_3yr","0.058","0.0053","0.00e+00"
"RsdbdAdhd_8yr","AsqLangu_3yr","0.072","0.0053","0.00e+00"
"RsdbdCondu_8yr","AsqLangu_3yr","0.072","0.0053","0.00e+00"
"RsdbdHyper_8yr","AsqLangu_3yr","0.086","0.0053","0.00e+00"
"RsdbdInatt_8yr","AsqLangu_3yr","0.128","0.0052","0.00e+00"
"RsdbdOdd_8yr","AsqLangu_3yr","0.034","0.0053","0.00e+00"
"ScaredFull_8yr","AsqLangu_3yr","0.03","0.0053","0.00e+00"
"ScqRestr_8yr","AsqLangu_3yr","0.214","0.0051","0.00e+00"
"ScqSocia_8yr","AsqLangu_3yr","0.033","0.0053","0.00e+00"
"SmfqFull_8yr","AsqLangu_3yr","0.059","0.0053","0.00e+00"
"SpinFull_8yr","AsqLangu_3yr","0.068","0.0054","0.00e+00"
"SprakSeman_8yr","AsqLangu_3yr","0.197","0.0066","0.00e+00"
"CapeFullC_14yr","AsqLangu_3yr","0.006","0.0077","0.00e+00"
"PeqParenC_14yr","AsqLangu_3yr","0.022","0.0077","0.00e+00"
"SbSchooC_14yr","AsqLangu_3yr","0.012","0.008","0.00e+00"
"SclAnxieC_14yr","AsqLangu_3yr","-0.012","0.008","0.00e+00"
"SclDepreC_14yr","AsqLangu_3yr","-0.005","0.008","0.00e+00"
"SdqProsoC_14yr","AsqLangu_3yr","0.044","0.008","0.00e+00"
"SdqProsoM_14yr","AsqLangu_3yr","0.084","0.0088","0.00e+00"
"SmfqFullC_14yr","AsqLangu_3yr","0.011","0.0084","0.00e+00"
"SmfqFullM_14yr","AsqLangu_3yr","0.048","0.0091","0.00e+00"
"SpinFullC_14yr","AsqLangu_3yr","-0.004","0.0085","0.00e+00"
"SppaSociaC_14yr","AsqLangu_3yr","0.025","0.0077","0.00e+00"
"SwlsFullC_14yr","AsqLangu_3yr","-0.007","0.0077","0.00e+00"
"YptiFullC_14yr","AsqLangu_3yr","0.003","0.0077","0.00e+00"
"CbclExter_3yr","AsqMotor_3yr","0.023","0.0044","0.00e+00"
"CbclInter_3yr","AsqMotor_3yr","0.041","0.0044","0.00e+00"
"CfqPress_3yr","AsqMotor_3yr","0.029","0.0043","0.00e+00"
"CfqRestr_3yr","AsqMotor_3yr","0.006","0.0043","0.00e+00"
"EasActiv_3yr","AsqMotor_3yr","0.034","0.0044","0.00e+00"
"EasEmoti_3yr","AsqMotor_3yr","0.018","0.0044","0.00e+00"
"EasShyne_3yr","AsqMotor_3yr","0.034","0.0044","0.00e+00"
"EasSocia_3yr","AsqMotor_3yr","0.033","0.0044","0.00e+00"
"ItseaCompe_3yr","AsqMotor_3yr","0.094","0.0042","0.00e+00"
"ItseaDysre_3yr","AsqMotor_3yr","0.036","0.0042","0.00e+00"
"ItseaExter_3yr","AsqMotor_3yr","0.033","0.0042","0.00e+00"
"ItseaInter_3yr","AsqMotor_3yr","0.02","0.0042","0.00e+00"
"ScqRestr_3yr","AsqMotor_3yr","-0.004","0.0042","0.00e+00"
"ScqSocia_3yr","AsqMotor_3yr","0.197","0.0041","0.00e+00"
"SdqProso_3yr","AsqMotor_3yr","0.151","0.0041","0.00e+00"
"AsqLangu_5yr","AsqMotor_3yr","0.19","0.0053","0.00e+00"
"AsqMotor_5yr","AsqMotor_3yr","0.302","0.005","0.00e+00"
"CastFull_5yr","AsqMotor_3yr","0.102","0.009","0.00e+00"
"CbclExter_5yr","AsqMotor_3yr","0.03","0.0056","0.00e+00"
"CbclInter_5yr","AsqMotor_3yr","0.047","0.0056","0.00e+00"
"CccCoher_5yr","AsqMotor_3yr","0.082","0.0055","0.00e+00"
"CprsrsFull_5yr","AsqMotor_3yr","0.06","0.0055","0.00e+00"
"EasActiv_5yr","AsqMotor_3yr","0.012","0.0056","0.00e+00"
"EasEmoti_5yr","AsqMotor_3yr","0.019","0.0056","0.00e+00"
"EasShyne_5yr","AsqMotor_3yr","0.031","0.0056","0.00e+00"
"EasSocia_5yr","AsqMotor_3yr","0.03","0.0056","0.00e+00"
"SlasFull_5yr","AsqMotor_3yr","0.274","0.01","0.00e+00"
"SprakExpre_5yr","AsqMotor_3yr","0.077","0.006","0.00e+00"
"SprakRecep_5yr","AsqMotor_3yr","0.081","0.006","0.00e+00"
"SprakSeman_5yr","AsqMotor_3yr","0.077","0.006","0.00e+00"
"CccCoher_8yr","AsqMotor_3yr","0.129","0.0062","0.00e+00"
"CebqFull_8yr","AsqMotor_3yr","-0.007","0.0053","0.00e+00"
"NhpicBenev_8yr","AsqMotor_3yr","0.017","0.0053","0.00e+00"
"NhpicConsc_8yr","AsqMotor_3yr","0.048","0.0053","0.00e+00"
"RsdbdAdhd_8yr","AsqMotor_3yr","0.044","0.0053","0.00e+00"
"RsdbdCondu_8yr","AsqMotor_3yr","0.064","0.0053","0.00e+00"
"RsdbdHyper_8yr","AsqMotor_3yr","0.056","0.0053","0.00e+00"
"RsdbdInatt_8yr","AsqMotor_3yr","0.084","0.0053","0.00e+00"
"RsdbdOdd_8yr","AsqMotor_3yr","0.013","0.0053","0.00e+00"
"ScaredFull_8yr","AsqMotor_3yr","0.035","0.0053","0.00e+00"
"ScqRestr_8yr","AsqMotor_3yr","0.116","0.0053","0.00e+00"
"ScqSocia_8yr","AsqMotor_3yr","0.016","0.0053","0.00e+00"
"SmfqFull_8yr","AsqMotor_3yr","0.036","0.0053","0.00e+00"
"SpinFull_8yr","AsqMotor_3yr","0.038","0.0054","0.00e+00"
"SprakSeman_8yr","AsqMotor_3yr","0.064","0.0069","0.00e+00"
"CapeFullC_14yr","AsqMotor_3yr","-0.019","0.0077","0.00e+00"
"PeqParenC_14yr","AsqMotor_3yr","-0.009","0.0077","0.00e+00"
"SbSchooC_14yr","AsqMotor_3yr","-0.01","0.008","0.00e+00"
"SclAnxieC_14yr","AsqMotor_3yr","-0.027","0.008","0.00e+00"
"SclDepreC_14yr","AsqMotor_3yr","-0.031","0.008","0.00e+00"
"SdqProsoC_14yr","AsqMotor_3yr","0.074","0.008","0.00e+00"
"SdqProsoM_14yr","AsqMotor_3yr","0.077","0.0088","0.00e+00"
"SmfqFullC_14yr","AsqMotor_3yr","-0.013","0.0084","0.00e+00"
"SmfqFullM_14yr","AsqMotor_3yr","0.016","0.0091","0.00e+00"
"SpinFullC_14yr","AsqMotor_3yr","-0.02","0.0085","0.00e+00"
"SppaSociaC_14yr","AsqMotor_3yr","0.001","0.0077","0.00e+00"
"SwlsFullC_14yr","AsqMotor_3yr","-0.015","0.0077","0.00e+00"
"YptiFullC_14yr","AsqMotor_3yr","-0.008","0.0077","0.00e+00"
"CbclInter_3yr","CbclExter_3yr","0.162","0.0042","0.00e+00"
"CfqPress_3yr","CbclExter_3yr","0.029","0.0044","0.00e+00"
"CfqRestr_3yr","CbclExter_3yr","0.023","0.0044","0.00e+00"
"EasActiv_3yr","CbclExter_3yr","0.09","0.0043","0.00e+00"
"EasEmoti_3yr","CbclExter_3yr","0.219","0.0041","0.00e+00"
"EasShyne_3yr","CbclExter_3yr","0.038","0.0043","0.00e+00"
"EasSocia_3yr","CbclExter_3yr","0.032","0.0043","0.00e+00"
"ItseaCompe_3yr","CbclExter_3yr","0.027","0.0043","0.00e+00"
"ItseaDysre_3yr","CbclExter_3yr","0.044","0.0043","0.00e+00"
"ItseaExter_3yr","CbclExter_3yr","0.353","0.0038","0.00e+00"
"ItseaInter_3yr","CbclExter_3yr","0.013","0.0043","0.00e+00"
"ScqRestr_3yr","CbclExter_3yr","0.052","0.0043","0.00e+00"
"ScqSocia_3yr","CbclExter_3yr","0.051","0.0043","0.00e+00"
"SdqProso_3yr","CbclExter_3yr","0.07","0.0043","0.00e+00"
"AsqLangu_5yr","CbclExter_3yr","0.038","0.0056","0.00e+00"
"AsqMotor_5yr","CbclExter_3yr","0.032","0.0056","0.00e+00"
"CastFull_5yr","CbclExter_3yr","0.057","0.0092","0.00e+00"
"CbclExter_5yr","CbclExter_3yr","0.255","0.0052","0.00e+00"
"CbclInter_5yr","CbclExter_3yr","0.058","0.0056","0.00e+00"
"CccCoher_5yr","CbclExter_3yr","0.049","0.0056","0.00e+00"
"CprsrsFull_5yr","CbclExter_3yr","0.163","0.0054","0.00e+00"
"EasActiv_5yr","CbclExter_3yr","0.071","0.0056","0.00e+00"
"EasEmoti_5yr","CbclExter_3yr","0.128","0.0055","0.00e+00"
"EasShyne_5yr","CbclExter_3yr","0.026","0.0056","0.00e+00"
"EasSocia_5yr","CbclExter_3yr","0.025","0.0056","2.28e-309"
"SlasFull_5yr","CbclExter_3yr","0.067","0.011","0.00e+00"
"SprakExpre_5yr","CbclExter_3yr","-0.002","0.0061","0.00e+00"
"SprakRecep_5yr","CbclExter_3yr","0.002","0.0061","0.00e+00"
"SprakSeman_5yr","CbclExter_3yr","-0.005","0.0061","0.00e+00"
"CccCoher_8yr","CbclExter_3yr","0.055","0.0063","0.00e+00"
"CebqFull_8yr","CbclExter_3yr","0.018","0.0054","0.00e+00"
"NhpicBenev_8yr","CbclExter_3yr","0.121","0.0053","0.00e+00"
"NhpicConsc_8yr","CbclExter_3yr","0.074","0.0054","0.00e+00"
"RsdbdAdhd_8yr","CbclExter_3yr","0.146","0.0053","0.00e+00"
"RsdbdCondu_8yr","CbclExter_3yr","0.043","0.0054","0.00e+00"
"RsdbdHyper_8yr","CbclExter_3yr","0.136","0.0053","0.00e+00"
"RsdbdInatt_8yr","CbclExter_3yr","0.114","0.0053","0.00e+00"
"RsdbdOdd_8yr","CbclExter_3yr","0.114","0.0053","0.00e+00"
"ScaredFull_8yr","CbclExter_3yr","0.02","0.0054","0.00e+00"
"ScqRestr_8yr","CbclExter_3yr","0.038","0.0054","0.00e+00"
"ScqSocia_8yr","CbclExter_3yr","0.018","0.0054","0.00e+00"
"SmfqFull_8yr","CbclExter_3yr","0.06","0.0054","0.00e+00"
"SpinFull_8yr","CbclExter_3yr","0.03","0.0055","0.00e+00"
"SprakSeman_8yr","CbclExter_3yr","-0.01","0.007","0.00e+00"
"CapeFullC_14yr","CbclExter_3yr","-0.002","0.0078","6.71e-228"
"PeqParenC_14yr","CbclExter_3yr","0.014","0.0078","3.25e-206"
"SbSchooC_14yr","CbclExter_3yr","-0.003","0.0081","5.31e-227"
"SclAnxieC_14yr","CbclExter_3yr","0.004","0.0081","0.00e+00"
"SclDepreC_14yr","CbclExter_3yr","-0.004","0.0081","0.00e+00"
"SdqProsoC_14yr","CbclExter_3yr","0.014","0.0081","0.00e+00"
"SdqProsoM_14yr","CbclExter_3yr","0.02","0.009","0.00e+00"
"SmfqFullC_14yr","CbclExter_3yr","-0.006","0.0085","1.17e-179"
"SmfqFullM_14yr","CbclExter_3yr","0.015","0.0092","0.00e+00"
"SpinFullC_14yr","CbclExter_3yr","0.001","0.0086","0.00e+00"
"SppaSociaC_14yr","CbclExter_3yr","0.001","0.0078","7.70e-161"
"SwlsFullC_14yr","CbclExter_3yr","-0.008","0.0078","3.46e-323"
"YptiFullC_14yr","CbclExter_3yr","0.015","0.0078","6.77e-262"
"CfqPress_3yr","CbclInter_3yr","0.06","0.0044","0.00e+00"
"CfqRestr_3yr","CbclInter_3yr","-0.009","0.0044","0.00e+00"
"EasActiv_3yr","CbclInter_3yr","0.029","0.0043","0.00e+00"
"EasEmoti_3yr","CbclInter_3yr","0.095","0.0043","0.00e+00"
"EasShyne_3yr","CbclInter_3yr","0.111","0.0043","0.00e+00"
"EasSocia_3yr","CbclInter_3yr","0.068","0.0043","0.00e+00"
"ItseaCompe_3yr","CbclInter_3yr","0.13","0.0043","0.00e+00"
"ItseaDysre_3yr","CbclInter_3yr","0.166","0.0042","0.00e+00"
"ItseaExter_3yr","CbclInter_3yr","0.146","0.0042","0.00e+00"
"ItseaInter_3yr","CbclInter_3yr","0.199","0.0042","0.00e+00"
"ScqRestr_3yr","CbclInter_3yr","0.074","0.0043","0.00e+00"
"ScqSocia_3yr","CbclInter_3yr","0.078","0.0043","0.00e+00"
"SdqProso_3yr","CbclInter_3yr","0.073","0.0043","0.00e+00"
"AsqLangu_5yr","CbclInter_3yr","0.058","0.0056","0.00e+00"
"AsqMotor_5yr","CbclInter_3yr","0.068","0.0056","0.00e+00"
"CastFull_5yr","CbclInter_3yr","0.115","0.0091","0.00e+00"
"CbclExter_5yr","CbclInter_3yr","0.087","0.0056","0.00e+00"
"CbclInter_5yr","CbclInter_3yr","0.26","0.0052","0.00e+00"
"CccCoher_5yr","CbclInter_3yr","0.048","0.0056","0.00e+00"
"CprsrsFull_5yr","CbclInter_3yr","0.072","0.0056","0.00e+00"
"EasActiv_5yr","CbclInter_3yr","0.019","0.0056","0.00e+00"
"EasEmoti_5yr","CbclInter_3yr","0.079","0.0056","0.00e+00"
"EasShyne_5yr","CbclInter_3yr","0.072","0.0056","0.00e+00"
"EasSocia_5yr","CbclInter_3yr","0.062","0.0056","0.00e+00"
"SlasFull_5yr","CbclInter_3yr","0.079","0.0109","0.00e+00"
"SprakExpre_5yr","CbclInter_3yr","0.068","0.0061","0.00e+00"
"SprakRecep_5yr","CbclInter_3yr","0.07","0.0061","0.00e+00"
"SprakSeman_5yr","CbclInter_3yr","0.061","0.0061","0.00e+00"
"CccCoher_8yr","CbclInter_3yr","0.083","0.0063","0.00e+00"
"CebqFull_8yr","CbclInter_3yr","0.024","0.0054","0.00e+00"
"NhpicBenev_8yr","CbclInter_3yr","0.054","0.0054","0.00e+00"
"NhpicConsc_8yr","CbclInter_3yr","0.033","0.0054","0.00e+00"
"RsdbdAdhd_8yr","CbclInter_3yr","0.046","0.0054","0.00e+00"
"RsdbdCondu_8yr","CbclInter_3yr","0.036","0.0054","0.00e+00"
"RsdbdHyper_8yr","CbclInter_3yr","0.07","0.0054","0.00e+00"
"RsdbdInatt_8yr","CbclInter_3yr","0.057","0.0054","0.00e+00"
"RsdbdOdd_8yr","CbclInter_3yr","0.06","0.0054","0.00e+00"
"ScaredFull_8yr","CbclInter_3yr","0.143","0.0053","0.00e+00"
"ScqRestr_8yr","CbclInter_3yr","0.119","0.0053","0.00e+00"
"ScqSocia_8yr","CbclInter_3yr","0.013","0.0054","0.00e+00"
"SmfqFull_8yr","CbclInter_3yr","0.111","0.0054","0.00e+00"
"SpinFull_8yr","CbclInter_3yr","0.076","0.0054","0.00e+00"
"SprakSeman_8yr","CbclInter_3yr","0.069","0.0069","0.00e+00"
"CapeFullC_14yr","CbclInter_3yr","0.007","0.0078","2.53e-298"
"PeqParenC_14yr","CbclInter_3yr","0.008","0.0078","2.07e-276"
"SbSchooC_14yr","CbclInter_3yr","0.016","0.0081","1.43e-295"
"SclAnxieC_14yr","CbclInter_3yr","0.025","0.0081","0.00e+00"
"SclDepreC_14yr","CbclInter_3yr","0.01","0.0081","0.00e+00"
"SdqProsoC_14yr","CbclInter_3yr","0.01","0.0081","0.00e+00"
"SdqProsoM_14yr","CbclInter_3yr","0.057","0.009","0.00e+00"
"SmfqFullC_14yr","CbclInter_3yr","-0.006","0.0085","5.60e-249"
"SmfqFullM_14yr","CbclInter_3yr","0.058","0.0092","0.00e+00"
"SpinFullC_14yr","CbclInter_3yr","0.007","0.0086","0.00e+00"
"SppaSociaC_14yr","CbclInter_3yr","0.021","0.0078","5.28e-231"
"SwlsFullC_14yr","CbclInter_3yr","-0.002","0.0078","0.00e+00"
"YptiFullC_14yr","CbclInter_3yr","0.01","0.0078","0.00e+00"
"CfqRestr_3yr","CfqPress_3yr","0.088","0.0041","0.00e+00"
"EasActiv_3yr","CfqPress_3yr","0.053","0.0044","0.00e+00"
"EasEmoti_3yr","CfqPress_3yr","0.055","0.0044","0.00e+00"
"EasShyne_3yr","CfqPress_3yr","0.046","0.0044","0.00e+00"
"EasSocia_3yr","CfqPress_3yr","0.036","0.0044","0.00e+00"
"ItseaCompe_3yr","CfqPress_3yr","0.014","0.0042","0.00e+00"
"ItseaDysre_3yr","CfqPress_3yr","0.05","0.0042","0.00e+00"
"ItseaExter_3yr","CfqPress_3yr","0.031","0.0042","0.00e+00"
"ItseaInter_3yr","CfqPress_3yr","0.035","0.0042","0.00e+00"
"ScqRestr_3yr","CfqPress_3yr","0.02","0.0042","0.00e+00"
"ScqSocia_3yr","CfqPress_3yr","0.038","0.0042","0.00e+00"
"SdqProso_3yr","CfqPress_3yr","0.01","0.0042","0.00e+00"
"AsqLangu_5yr","CfqPress_3yr","0.015","0.0055","0.00e+00"
"AsqMotor_5yr","CfqPress_3yr","0.024","0.0055","0.00e+00"
"CastFull_5yr","CfqPress_3yr","0.038","0.009","0.00e+00"
"CbclExter_5yr","CfqPress_3yr","0.031","0.0056","0.00e+00"
"CbclInter_5yr","CfqPress_3yr","0.03","0.0056","0.00e+00"
"CccCoher_5yr","CfqPress_3yr","0.008","0.0054","0.00e+00"
"CprsrsFull_5yr","CfqPress_3yr","0.029","0.0054","0.00e+00"
"EasActiv_5yr","CfqPress_3yr","0.046","0.0056","0.00e+00"
"EasEmoti_5yr","CfqPress_3yr","0.056","0.0056","0.00e+00"
"EasShyne_5yr","CfqPress_3yr","0.028","0.0056","0.00e+00"
"EasSocia_5yr","CfqPress_3yr","0.031","0.0056","8.54e-296"
"SlasFull_5yr","CfqPress_3yr","0.057","0.0107","0.00e+00"
"SprakExpre_5yr","CfqPress_3yr","-0.027","0.0059","0.00e+00"
"SprakRecep_5yr","CfqPress_3yr","-0.03","0.0059","0.00e+00"
"SprakSeman_5yr","CfqPress_3yr","-0.03","0.0059","0.00e+00"
"CccCoher_8yr","CfqPress_3yr","0.005","0.0062","0.00e+00"
"CebqFull_8yr","CfqPress_3yr","-0.009","0.0053","0.00e+00"
"NhpicBenev_8yr","CfqPress_3yr","0.043","0.0053","0.00e+00"
"NhpicConsc_8yr","CfqPress_3yr","0.053","0.0053","0.00e+00"
"RsdbdAdhd_8yr","CfqPress_3yr","0.043","0.0053","0.00e+00"
"RsdbdCondu_8yr","CfqPress_3yr","-0.012","0.0053","0.00e+00"
"RsdbdHyper_8yr","CfqPress_3yr","0.027","0.0053","0.00e+00"
"RsdbdInatt_8yr","CfqPress_3yr","0.047","0.0053","0.00e+00"
"RsdbdOdd_8yr","CfqPress_3yr","0.022","0.0053","0.00e+00"
"ScaredFull_8yr","CfqPress_3yr","0.015","0.0053","0.00e+00"
"ScqRestr_8yr","CfqPress_3yr","0.02","0.0053","0.00e+00"
"ScqSocia_8yr","CfqPress_3yr","0.011","0.0053","0.00e+00"
"SmfqFull_8yr","CfqPress_3yr","0.007","0.0053","0.00e+00"
"SpinFull_8yr","CfqPress_3yr","0.009","0.0054","0.00e+00"
"SprakSeman_8yr","CfqPress_3yr","-0.031","0.0068","0.00e+00"
"CapeFullC_14yr","CfqPress_3yr","0.006","0.0077","2.69e-212"
"PeqParenC_14yr","CfqPress_3yr","0.022","0.0076","9.67e-192"
"SbSchooC_14yr","CfqPress_3yr","0.016","0.008","1.24e-214"
"SclAnxieC_14yr","CfqPress_3yr","0.012","0.008","0.00e+00"
"SclDepreC_14yr","CfqPress_3yr","0.018","0.008","0.00e+00"
"SdqProsoC_14yr","CfqPress_3yr","0.008","0.008","1.98e-314"
"SdqProsoM_14yr","CfqPress_3yr","0.018","0.0089","0.00e+00"
"SmfqFullC_14yr","CfqPress_3yr","0.01","0.0084","3.66e-162"
"SmfqFullM_14yr","CfqPress_3yr","0.011","0.0091","0.00e+00"
"SpinFullC_14yr","CfqPress_3yr","0.007","0.0085","0.00e+00"
"SppaSociaC_14yr","CfqPress_3yr","0.014","0.0076","6.16e-145"
"SwlsFullC_14yr","CfqPress_3yr","0.014","0.0076","1.76e-304"
"YptiFullC_14yr","CfqPress_3yr","0.017","0.0077","3.31e-249"
"EasActiv_3yr","CfqRestr_3yr","0.034","0.0044","0.00e+00"
"EasEmoti_3yr","CfqRestr_3yr","0.025","0.0044","0.00e+00"
"EasShyne_3yr","CfqRestr_3yr","0.02","0.0044","0.00e+00"
"EasSocia_3yr","CfqRestr_3yr","0.015","0.0044","0.00e+00"
"ItseaCompe_3yr","CfqRestr_3yr","-0.013","0.0042","0.00e+00"
"ItseaDysre_3yr","CfqRestr_3yr","-0.016","0.0042","0.00e+00"
"ItseaExter_3yr","CfqRestr_3yr","0.001","0.0042","0.00e+00"
"ItseaInter_3yr","CfqRestr_3yr","-0.007","0.0042","0.00e+00"
"ScqRestr_3yr","CfqRestr_3yr","0.015","0.0042","0.00e+00"
"ScqSocia_3yr","CfqRestr_3yr","0.007","0.0042","0.00e+00"
"SdqProso_3yr","CfqRestr_3yr","-0.007","0.0042","0.00e+00"
"AsqLangu_5yr","CfqRestr_3yr","0.002","0.0055","0.00e+00"
"AsqMotor_5yr","CfqRestr_3yr","-0.008","0.0055","0.00e+00"
"CastFull_5yr","CfqRestr_3yr","0.02","0.009","0.00e+00"
"CbclExter_5yr","CfqRestr_3yr","0.001","0.0056","0.00e+00"
"CbclInter_5yr","CfqRestr_3yr","-0.014","0.0056","0.00e+00"
"CccCoher_5yr","CfqRestr_3yr","0.006","0.0054","0.00e+00"
"CprsrsFull_5yr","CfqRestr_3yr","0.016","0.0054","0.00e+00"
"EasActiv_5yr","CfqRestr_3yr","0.023","0.0056","0.00e+00"
"EasEmoti_5yr","CfqRestr_3yr","0.031","0.0056","0.00e+00"
"EasShyne_5yr","CfqRestr_3yr","0.013","0.0056","0.00e+00"
"EasSocia_5yr","CfqRestr_3yr","0.006","0.0056","7.63e-296"
"SlasFull_5yr","CfqRestr_3yr","-0.002","0.0107","0.00e+00"
"SprakExpre_5yr","CfqRestr_3yr","-0.029","0.0059","0.00e+00"
"SprakRecep_5yr","CfqRestr_3yr","-0.039","0.0059","0.00e+00"
"SprakSeman_5yr","CfqRestr_3yr","-0.041","0.0059","0.00e+00"
"CccCoher_8yr","CfqRestr_3yr","-0.02","0.0062","0.00e+00"
"CebqFull_8yr","CfqRestr_3yr","-0.003","0.0053","0.00e+00"
"NhpicBenev_8yr","CfqRestr_3yr","0.025","0.0053","0.00e+00"
"NhpicConsc_8yr","CfqRestr_3yr","0.037","0.0053","0.00e+00"
"RsdbdAdhd_8yr","CfqRestr_3yr","0.024","0.0053","0.00e+00"
"RsdbdCondu_8yr","CfqRestr_3yr","-0.033","0.0053","0.00e+00"
"RsdbdHyper_8yr","CfqRestr_3yr","-0.01","0.0053","0.00e+00"
"RsdbdInatt_8yr","CfqRestr_3yr","0.012","0.0053","0.00e+00"
"RsdbdOdd_8yr","CfqRestr_3yr","0.007","0.0053","0.00e+00"
"ScaredFull_8yr","CfqRestr_3yr","-0.013","0.0053","0.00e+00"
"ScqRestr_8yr","CfqRestr_3yr","-0.009","0.0053","0.00e+00"
"ScqSocia_8yr","CfqRestr_3yr","0.012","0.0053","0.00e+00"
"SmfqFull_8yr","CfqRestr_3yr","-0.019","0.0053","0.00e+00"
"SpinFull_8yr","CfqRestr_3yr","-0.018","0.0054","0.00e+00"
"SprakSeman_8yr","CfqRestr_3yr","-0.04","0.0068","0.00e+00"
"CapeFullC_14yr","CfqRestr_3yr","0.014","0.0077","2.37e-207"
"PeqParenC_14yr","CfqRestr_3yr","-0.002","0.0077","7.39e-188"
"SbSchooC_14yr","CfqRestr_3yr","0","0.008","2.79e-214"
"SclAnxieC_14yr","CfqRestr_3yr","-0.003","0.008","0.00e+00"
"SclDepreC_14yr","CfqRestr_3yr","0.001","0.008","0.00e+00"
"SdqProsoC_14yr","CfqRestr_3yr","-0.012","0.008","7.65e-314"
"SdqProsoM_14yr","CfqRestr_3yr","-0.011","0.0089","0.00e+00"
"SmfqFullC_14yr","CfqRestr_3yr","0.017","0.0084","2.00e-167"
"SmfqFullM_14yr","CfqRestr_3yr","-0.01","0.0092","0.00e+00"
"SpinFullC_14yr","CfqRestr_3yr","0.001","0.0085","0.00e+00"
"SppaSociaC_14yr","CfqRestr_3yr","0.003","0.0076","8.22e-140"
"SwlsFullC_14yr","CfqRestr_3yr","0.007","0.0077","3.92e-301"
"YptiFullC_14yr","CfqRestr_3yr","0","0.0077","1.67e-244"
"EasEmoti_3yr","EasActiv_3yr","0.083","0.0043","0.00e+00"
"EasShyne_3yr","EasActiv_3yr","0.157","0.0042","0.00e+00"
